player,team,league_name_fbref,league_name_sofifa,games,minutes,goals,assists,goals_pens,goals_per90,assists_per90,goals_pens_per90,xg,npxg,xa,xg_per90,xa_per90,npxg_per90,crosses,interceptions,tackles_won,aerials_won,touches_att_pen_area,dribbles_completed,progressive_carries,progressive_passes_received,tackles,dribble_tackles,pressures,blocks,clearances,gca,passes_completed,passes,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,progressive_passes
Cássio,Corinthians,Série A,Campeonato Brasileiro Série A,35,"3,142",0,0,0,0.00,0.00,0.00,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,
Fagner,Corinthians,Série A,Campeonato Brasileiro Série A,32,"2,778",2,3,1,0.06,0.10,0.03,,,,,,,183,57,42,,,,,,,,,,,,,,,,,,,,
Jô,Corinthians,Série A,Campeonato Brasileiro Série A,30,"2,113",6,1,6,0.26,0.04,0.26,,,,,,,8,1,1,,,,,,,,,,,,,,,,,,,,
Gabriel,Corinthians,Série A,Campeonato Brasileiro Série A,28,"2,016",2,2,2,0.09,0.09,0.09,,,,,,,11,50,47,,,,,,,,,,,,,,,,,,,,
Víctor Cantillo,Corinthians,Série A,Campeonato Brasileiro Série A,25,"1,554",0,3,0,0.00,0.17,0.00,,,,,,,3,28,17,,,,,,,,,,,,,,,,,,,,
Ramiro Benetti,Corinthians,Série A,Campeonato Brasileiro Série A,31,"1,803",1,1,1,0.05,0.05,0.05,,,,,,,33,38,22,,,,,,,,,,,,,,,,,,,,
Fábio Santos,Corinthians,Série A,Campeonato Brasileiro Série A,20,"1,780",3,0,0,0.15,0.00,0.00,,,,,,,35,30,17,,,,,,,,,,,,,,,,,,,,
Rómulo Otero,Corinthians,Série A,Campeonato Brasileiro Série A,24,"1,527",2,1,2,0.12,0.06,0.12,,,,,,,101,12,19,,,,,,,,,,,,,,,,,,,,
Gustavo Mosquito,Corinthians,Série A,Campeonato Brasileiro Série A,27,"1,284",5,3,5,0.35,0.21,0.35,,,,,,,38,6,11,,,,,,,,,,,,,,,,,,,,
Lucas Piton,Corinthians,Série A,Campeonato Brasileiro Série A,20,"1,328",0,3,0,0.00,0.20,0.00,,,,,,,63,30,14,,,,,,,,,,,,,,,,,,,,
Léo Natel,Corinthians,Série A,Campeonato Brasileiro Série A,31,"1,316",4,1,4,0.27,0.07,0.27,,,,,,,55,10,16,,,,,,,,,,,,,,,,,,,,
Bruno Méndez,Corinthians,Série A,Campeonato Brasileiro Série A,16,"1,295",0,0,0,0.00,0.00,0.00,,,,,,,2,30,8,,,,,,,,,,,,,,,,,,,,
Mateus Vital,Corinthians,Série A,Campeonato Brasileiro Série A,25,"1,218",4,0,4,0.30,0.00,0.30,,,,,,,27,9,15,,,,,,,,,,,,,,,,,,,,
Danilo Avelar,Corinthians,Série A,Campeonato Brasileiro Série A,13,"1,164",2,0,2,0.15,0.00,0.15,,,,,,,1,22,3,,,,,,,,,,,,,,,,,,,,
Ángelo Araos,Corinthians,Série A,Campeonato Brasileiro Série A,15,800,1,4,1,0.11,0.45,0.11,,,,,,,20,8,3,,,,,,,,,,,,,,,,,,,,
Luan Vieira,Corinthians,Série A,Campeonato Brasileiro Série A,22,"1,103",2,1,2,0.16,0.08,0.16,,,,,,,42,0,17,,,,,,,,,,,,,,,,,,,,
Juan Cazares,Corinthians,Série A,Campeonato Brasileiro Série A,20,"1,086",2,5,2,0.17,0.41,0.17,,,,,,,40,6,5,,,,,,,,,,,,,,,,,,,,
Xavier,Corinthians,Série A,Campeonato Brasileiro Série A,18,848,0,1,0,0.00,0.11,0.00,,,,,,,4,13,13,,,,,,,,,,,,,,,,,,,,
Éderson,Corinthians,Série A,Campeonato Brasileiro Série A,16,709,0,0,0,0.00,0.00,0.00,,,,,,,2,19,10,,,,,,,,,,,,,,,,,,,,
Jemerson,Corinthians,Série A,Campeonato Brasileiro Série A,7,624,0,0,0,0.00,0.00,0.00,,,,,,,0,20,4,,,,,,,,,,,,,,,,,,,,
Marllon Borges,Corinthians,Série A,Campeonato Brasileiro Série A,11,600,0,0,0,0.00,0.00,0.00,,,,,,,0,10,1,,,,,,,,,,,,,,,,,,,,
Budiga,Corinthians,Série A,Campeonato Brasileiro Série A,9,511,1,0,1,0.18,0.00,0.18,,,,,,,4,5,9,,,,,,,,,,,,,,,,,,,,
Michel,Corinthians,Série A,Campeonato Brasileiro Série A,7,525,0,0,0,0.00,0.00,0.00,,,,,,,14,6,6,,,,,,,,,,,,,,,,,,,,
Sidcley,Corinthians,Série A,Campeonato Brasileiro Série A,9,509,0,0,0,0.00,0.00,0.00,,,,,,,24,12,4,,,,,,,,,,,,,,,,,,,,
Guilherme Camacho,Corinthians,Série A,Campeonato Brasileiro Série A,20,573,0,2,0,0.00,0.31,0.00,,,,,,,4,13,15,,,,,,,,,,,,,,,,,,,,
Everaldo,Corinthians,Série A,Campeonato Brasileiro Série A,13,488,2,0,2,0.37,0.00,0.37,,,,,,,10,3,7,,,,,,,,,,,,,,,,,,,,
Matheus Davó,Corinthians,Série A,Campeonato Brasileiro Série A,4,257,2,0,2,0.70,0.00,0.70,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,
Gustavo Mantuan,Corinthians,Série A,Campeonato Brasileiro Série A,7,281,1,0,1,0.32,0.00,0.32,,,,,,,7,2,1,,,,,,,,,,,,,,,,,,,,
Walter,Corinthians,Série A,Campeonato Brasileiro Série A,4,277,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Mauro Boselli,Corinthians,Série A,Campeonato Brasileiro Série A,8,199,0,0,0,0.00,0.00,0.00,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
Ruan Oliveira Ferreira,Corinthians,Série A,Campeonato Brasileiro Série A,4,108,0,0,0,0.00,0.00,0.00,,,,,,,1,2,0,,,,,,,,,,,,,,,,,,,,
Jonathan Cafu,Corinthians,Série A,Campeonato Brasileiro Série A,3,104,0,0,0,0.00,0.00,0.00,,,,,,,2,1,2,,,,,,,,,,,,,,,,,,,,
Gabriel Pereira,Corinthians,Série A,Campeonato Brasileiro Série A,10,229,0,1,0,0.00,0.39,0.00,,,,,,,7,2,2,,,,,,,,,,,,,,,,,,,,
Janderson,Corinthians,Série A,Campeonato Brasileiro Série A,1,27,0,0,0,0.00,0.00,0.00,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
Raul Bicalho,Corinthians,Série A,Campeonato Brasileiro Série A,1,20,0,0,0,0.00,0.00,0.00,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,
Gabriel Bernard,Atl Goianiense,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michel Custódio,Atl Goianiense,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edson Junior,Atl Goianiense,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonardo,Atl Goianiense,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luan,Atl Goianiense,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Pereira,Atl Goianiense,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean,Atl Goianiense,Série A,Campeonato Brasileiro Série A,36,"3,240",5,0,1,0.14,0.00,0.03,,,,,,,0,3,1,,,,,,,,,,,,,,,,,,,,
Eder,Atl Goianiense,Série A,Campeonato Brasileiro Série A,32,"2,821",0,0,0,0.00,0.00,0.00,,,,,,,1,47,9,,,,,,,,,,,,,,,,,,,,
Luis Eduardo Marques dos Santos,Atl Goianiense,Série A,Campeonato Brasileiro Série A,34,"2,780",0,1,0,0.00,0.03,0.00,,,,,,,105,45,42,,,,,,,,,,,,,,,,,,,,
Marlon Freitas,Atl Goianiense,Série A,Campeonato Brasileiro Série A,31,"2,621",0,2,0,0.00,0.07,0.00,,,,,,,16,28,23,,,,,,,,,,,,,,,,,,,,
Chico,Atl Goianiense,Série A,Campeonato Brasileiro Série A,33,"2,195",1,6,1,0.04,0.25,0.04,,,,,,,124,8,22,,,,,,,,,,,,,,,,,,,,
Nicolas,Atl Goianiense,Série A,Campeonato Brasileiro Série A,30,"2,282",0,3,0,0.00,0.12,0.00,,,,,,,155,40,22,,,,,,,,,,,,,,,,,,,,
João Victor,Atl Goianiense,Série A,Campeonato Brasileiro Série A,27,"2,167",0,1,0,0.00,0.04,0.00,,,,,,,8,33,26,,,,,,,,,,,,,,,,,,,,
Janderson,Atl Goianiense,Série A,Campeonato Brasileiro Série A,32,"2,054",3,5,3,0.13,0.22,0.13,,,,,,,112,11,11,,,,,,,,,,,,,,,,,,,,
Gustavo Ferrareis,Atl Goianiense,Série A,Campeonato Brasileiro Série A,26,"1,689",3,2,3,0.16,0.11,0.16,,,,,,,38,20,12,,,,,,,,,,,,,,,,,,,,
Zé Roberto,Atl Goianiense,Série A,Campeonato Brasileiro Série A,25,"1,739",3,3,3,0.16,0.16,0.16,,,,,,,9,3,10,,,,,,,,,,,,,,,,,,,,
Willian Maranhão,Atl Goianiense,Série A,Campeonato Brasileiro Série A,22,"1,439",0,0,0,0.00,0.00,0.00,,,,,,,6,28,17,,,,,,,,,,,,,,,,,,,,
Gilvan,Atl Goianiense,Série A,Campeonato Brasileiro Série A,22,"1,297",2,0,2,0.14,0.00,0.14,,,,,,,0,28,8,,,,,,,,,,,,,,,,,,,,
Edson,Atl Goianiense,Série A,Campeonato Brasileiro Série A,14,"1,260",1,1,1,0.07,0.07,0.07,,,,,,,2,37,21,,,,,,,,,,,,,,,,,,,,
Matheus de Vargas,Atl Goianiense,Série A,Campeonato Brasileiro Série A,29,"1,391",1,1,1,0.06,0.06,0.06,,,,,,,24,10,9,,,,,,,,,,,,,,,,,,,,
Wellington Rato,Atl Goianiense,Série A,Campeonato Brasileiro Série A,19,"1,205",2,3,2,0.15,0.22,0.15,,,,,,,36,11,15,,,,,,,,,,,,,,,,,,,,
Natanael,Atl Goianiense,Série A,Campeonato Brasileiro Série A,19,"1,089",2,1,2,0.17,0.08,0.17,,,,,,,64,23,19,,,,,,,,,,,,,,,,,,,,
Lucas Oliveira,Atl Goianiense,Série A,Campeonato Brasileiro Série A,19,"1,024",2,0,2,0.18,0.00,0.18,,,,,,,1,17,5,,,,,,,,,,,,,,,,,,,,
Hyuri,Atl Goianiense,Série A,Campeonato Brasileiro Série A,16,722,2,0,2,0.25,0.00,0.25,,,,,,,1,6,5,,,,,,,,,,,,,,,,,,,,
Everton Felipe,Atl Goianiense,Série A,Campeonato Brasileiro Série A,14,643,0,1,0,0.00,0.14,0.00,,,,,,,23,4,3,,,,,,,,,,,,,,,,,,,,
Matheus Pereira,Atl Goianiense,Série A,Campeonato Brasileiro Série A,10,496,1,0,1,0.18,0.00,0.18,,,,,,,1,6,6,,,,,,,,,,,,,,,,,,,,
Renato Kayser,Atl Goianiense,Série A,Campeonato Brasileiro Série A,5,434,3,0,3,0.62,0.00,0.62,,,,,,,4,1,1,,,,,,,,,,,,,,,,,,,,
Jorginho,Atl Goianiense,Série A,Campeonato Brasileiro Série A,5,375,2,0,2,0.48,0.00,0.48,,,,,,,1,5,3,,,,,,,,,,,,,,,,,,,,
Matheus Cotulio Bossa,Atl Goianiense,Série A,Campeonato Brasileiro Série A,17,492,1,1,1,0.18,0.18,0.18,,,,,,,38,7,7,,,,,,,,,,,,,,,,,,,,
Arnaldo,Atl Goianiense,Série A,Campeonato Brasileiro Série A,17,445,0,0,0,0.00,0.00,0.00,,,,,,,20,5,5,,,,,,,,,,,,,,,,,,,,
Roberson,Atl Goianiense,Série A,Campeonato Brasileiro Série A,9,240,2,0,2,0.75,0.00,0.75,,,,,,,0,1,3,,,,,,,,,,,,,,,,,,,,
Maurício Kozlinski,Atl Goianiense,Série A,Campeonato Brasileiro Série A,2,180,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Gabriel Baralhas,Atl Goianiense,Série A,Campeonato Brasileiro Série A,4,157,0,0,0,0.00,0.00,0.00,,,,,,,1,7,7,,,,,,,,,,,,,,,,,,,,
Moacir,Atl Goianiense,Série A,Campeonato Brasileiro Série A,4,117,0,0,0,0.00,0.00,0.00,,,,,,,0,2,3,,,,,,,,,,,,,,,,,,,,
Júnior Brandão,Atl Goianiense,Série A,Campeonato Brasileiro Série A,11,168,0,0,0,0.00,0.00,0.00,,,,,,,2,0,5,,,,,,,,,,,,,,,,,,,,
Vitor Leque,Atl Goianiense,Série A,Campeonato Brasileiro Série A,8,107,2,0,2,1.68,0.00,1.68,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,
Matheus Frizzo,Atl Goianiense,Série A,Campeonato Brasileiro Série A,4,83,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Danilo,Atl Goianiense,Série A,Campeonato Brasileiro Série A,13,484,1,0,1,0.19,0.00,0.19,,,,,,,21,8,3,,,,,,,,,,,,,,,,,,,,
Francisco Rithely,Atl Goianiense,Série A,Campeonato Brasileiro Série A,3,20,0,0,0,0.00,0.00,0.00,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,
Henry Vaca,Atl Goianiense,Série A,Campeonato Brasileiro Série A,1,1,0,0,0,0.00,0.00,0.00,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
Douglas Borel,Bahia,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everson,Bahia,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ignácio,Bahia,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hélio Júnior,Bahia,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matheus Teixeira,Bahia,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregore,Bahia,Série A,Campeonato Brasileiro Série A,33,"2,873",0,4,0,0.00,0.13,0.00,,,,,,,10,48,53,,,,,,,,,,,,,,,,,,,,
Ernando,Bahia,Série A,Campeonato Brasileiro Série A,30,"2,667",1,1,1,0.03,0.03,0.03,,,,,,,4,38,8,,,,,,,,,,,,,,,,,,,,
Douglas Friedrich,Bahia,Série A,Campeonato Brasileiro Série A,30,"2,621",0,0,0,0.00,0.00,0.00,,,,,,,2,4,0,,,,,,,,,,,,,,,,,,,,
Gilberto,Bahia,Série A,Campeonato Brasileiro Série A,33,"2,306",9,2,8,0.35,0.08,0.31,,,,,,,18,9,12,,,,,,,,,,,,,,,,,,,,
Nino Paraíba,Bahia,Série A,Campeonato Brasileiro Série A,33,"2,615",1,5,1,0.03,0.17,0.03,,,,,,,145,63,40,,,,,,,,,,,,,,,,,,,,
Juninho,Bahia,Série A,Campeonato Brasileiro Série A,30,"2,346",2,0,2,0.08,0.00,0.08,,,,,,,3,36,16,,,,,,,,,,,,,,,,,,,,
Juninho Capixaba,Bahia,Série A,Campeonato Brasileiro Série A,29,"2,063",0,6,0,0.00,0.26,0.00,,,,,,,88,46,40,,,,,,,,,,,,,,,,,,,,
Ronaldo,Bahia,Série A,Campeonato Brasileiro Série A,26,"1,944",0,3,0,0.00,0.14,0.00,,,,,,,4,24,38,,,,,,,,,,,,,,,,,,,,
Rossi,Bahia,Série A,Campeonato Brasileiro Série A,34,"1,964",5,2,4,0.23,0.09,0.18,,,,,,,113,15,11,,,,,,,,,,,,,,,,,,,,
Lucas Fonseca,Bahia,Série A,Campeonato Brasileiro Série A,19,"1,592",0,0,0,0.00,0.00,0.00,,,,,,,1,25,13,,,,,,,,,,,,,,,,,,,,
Rodriguinho Marinho,Bahia,Série A,Campeonato Brasileiro Série A,24,"1,453",7,1,5,0.43,0.06,0.31,,,,,,,34,7,11,,,,,,,,,,,,,,,,,,,,
Élber,Bahia,Série A,Campeonato Brasileiro Série A,22,"1,427",3,2,3,0.19,0.13,0.19,,,,,,,53,11,6,,,,,,,,,,,,,,,,,,,,
Danielzinho,Bahia,Série A,Campeonato Brasileiro Série A,29,"1,499",3,2,3,0.18,0.12,0.18,,,,,,,35,13,11,,,,,,,,,,,,,,,,,,,,
Matheus Bahia,Bahia,Série A,Campeonato Brasileiro Série A,13,"1,039",0,1,0,0.00,0.09,0.00,,,,,,,30,18,17,,,,,,,,,,,,,,,,,,,,
Elías,Bahia,Série A,Campeonato Brasileiro Série A,11,791,0,0,0,0.00,0.00,0.00,,,,,,,1,8,9,,,,,,,,,,,,,,,,,,,,
Fessin,Bahia,Série A,Campeonato Brasileiro Série A,19,788,1,0,1,0.11,0.00,0.11,,,,,,,12,6,12,,,,,,,,,,,,,,,,,,,,
Juan Pablo Ramírez,Bahia,Série A,Campeonato Brasileiro Série A,9,666,3,1,3,0.41,0.14,0.41,,,,,,,7,5,3,,,,,,,,,,,,,,,,,,,,
Thiago,Bahia,Série A,Campeonato Brasileiro Série A,9,514,1,1,1,0.18,0.18,0.18,,,,,,,6,9,4,,,,,,,,,,,,,,,,,,,,
Edson,Bahia,Série A,Campeonato Brasileiro Série A,12,501,0,0,0,0.00,0.00,0.00,,,,,,,8,9,10,,,,,,,,,,,,,,,,,,,,
Clayson,Bahia,Série A,Campeonato Brasileiro Série A,21,743,3,1,2,0.36,0.12,0.24,,,,,,,72,5,11,,,,,,,,,,,,,,,,,,,,
Ramon,Bahia,Série A,Campeonato Brasileiro Série A,13,490,0,0,0,0.00,0.00,0.00,,,,,,,26,5,4,,,,,,,,,,,,,,,,,,,,
Gabriel Novaes,Bahia,Série A,Campeonato Brasileiro Série A,13,563,2,0,2,0.32,0.00,0.32,,,,,,,1,3,5,,,,,,,,,,,,,,,,,,,,
Anderson,Bahia,Série A,Campeonato Brasileiro Série A,8,529,0,1,0,0.00,0.17,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Anderson Martins,Bahia,Série A,Campeonato Brasileiro Série A,7,450,1,0,1,0.20,0.00,0.20,,,,,,,0,9,1,,,,,,,,,,,,,,,,,,,,
Zeca,Bahia,Série A,Campeonato Brasileiro Série A,11,460,1,0,1,0.20,0.00,0.20,,,,,,,24,4,0,,,,,,,,,,,,,,,,,,,,
Alesson,Bahia,Série A,Campeonato Brasileiro Série A,16,370,2,0,2,0.49,0.00,0.49,,,,,,,6,3,13,,,,,,,,,,,,,,,,,,,,
Mateus Claus,Bahia,Série A,Campeonato Brasileiro Série A,3,270,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
João Pedro,Bahia,Série A,Campeonato Brasileiro Série A,5,259,0,0,0,0.00,0.00,0.00,,,,,,,3,6,1,,,,,,,,,,,,,,,,,,,,
Patrick de Lucca,Bahia,Série A,Campeonato Brasileiro Série A,3,247,0,0,0,0.00,0.00,0.00,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,
Eric Ramires,Bahia,Série A,Campeonato Brasileiro Série A,3,175,0,0,0,0.00,0.00,0.00,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
Marco Antônio,Bahia,Série A,Campeonato Brasileiro Série A,18,421,1,2,1,0.21,0.43,0.21,,,,,,,35,3,3,,,,,,,,,,,,,,,,,,,,
Jadson,Bahia,Série A,Campeonato Brasileiro Série A,5,179,0,0,0,0.00,0.00,0.00,,,,,,,1,0,2,,,,,,,,,,,,,,,,,,,,
Elton,Bahia,Série A,Campeonato Brasileiro Série A,5,145,0,0,0,0.00,0.00,0.00,,,,,,,0,2,3,,,,,,,,,,,,,,,,,,,,
Flávio,Bahia,Série A,Campeonato Brasileiro Série A,1,90,0,0,0,0.00,0.00,0.00,,,,,,,1,0,8,,,,,,,,,,,,,,,,,,,,
Wanderson,Bahia,Série A,Campeonato Brasileiro Série A,1,90,0,0,0,0.00,0.00,0.00,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,
Saldanha,Bahia,Série A,Campeonato Brasileiro Série A,17,378,2,0,2,0.48,0.00,0.48,,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,
Fernandão,Bahia,Série A,Campeonato Brasileiro Série A,1,26,0,0,0,0.00,0.00,0.00,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,
Luiz Felipe,Bahia,Série A,Campeonato Brasileiro Série A,1,10,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Marcelo Ryan,Bahia,Série A,Campeonato Brasileiro Série A,1,6,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Carlos Eduardo,Sport Recife,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elias,Sport Recife,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helber,Sport Recife,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinícius Popó,Sport Recife,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patric Cabral Lalau,Sport Recife,Série A,Campeonato Brasileiro Série A,36,"3,239",1,4,1,0.03,0.11,0.03,,,,,,,148,41,25,,,,,,,,,,,,,,,,,,,,
Adryelson,Sport Recife,Série A,Campeonato Brasileiro Série A,36,"3,216",0,0,0,0.00,0.00,0.00,,,,,,,1,74,14,,,,,,,,,,,,,,,,,,,,
Iago Maidana,Sport Recife,Série A,Campeonato Brasileiro Série A,34,"3,008",6,1,2,0.18,0.03,0.06,,,,,,,4,60,15,,,,,,,,,,,,,,,,,,,,
Luan Polli,Sport Recife,Série A,Campeonato Brasileiro Série A,31,"2,790",0,0,0,0.00,0.00,0.00,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
Marquinhos,Sport Recife,Série A,Campeonato Brasileiro Série A,32,"2,109",3,2,3,0.13,0.09,0.13,,,,,,,32,16,26,,,,,,,,,,,,,,,,,,,,
Thiago Neves,Sport Recife,Série A,Campeonato Brasileiro Série A,25,"2,054",6,2,5,0.26,0.09,0.22,,,,,,,103,11,8,,,,,,,,,,,,,,,,,,,,
Marcão Silva,Sport Recife,Série A,Campeonato Brasileiro Série A,26,"1,922",2,0,2,0.09,0.00,0.09,,,,,,,2,29,22,,,,,,,,,,,,,,,,,,,,
Ricardinho,Sport Recife,Série A,Campeonato Brasileiro Série A,26,"1,642",0,0,0,0.00,0.00,0.00,,,,,,,4,14,24,,,,,,,,,,,,,,,,,,,,
Betinho,Sport Recife,Série A,Campeonato Brasileiro Série A,24,"1,551",0,1,0,0.00,0.06,0.00,,,,,,,6,26,28,,,,,,,,,,,,,,,,,,,,
Lucas Mugni,Sport Recife,Série A,Campeonato Brasileiro Série A,23,"1,535",1,3,1,0.06,0.18,0.06,,,,,,,42,12,32,,,,,,,,,,,,,,,,,,,,
Júnior Tavares,Sport Recife,Série A,Campeonato Brasileiro Série A,20,"1,282",0,2,0,0.00,0.14,0.00,,,,,,,60,26,13,,,,,,,,,,,,,,,,,,,,
Dalberto,Sport Recife,Série A,Campeonato Brasileiro Série A,15,"1,264",3,0,3,0.21,0.00,0.21,,,,,,,10,2,5,,,,,,,,,,,,,,,,,,,,
Sander,Sport Recife,Série A,Campeonato Brasileiro Série A,24,"1,308",0,0,0,0.00,0.00,0.00,,,,,,,66,43,22,,,,,,,,,,,,,,,,,,,,
Ronaldo Henrique,Sport Recife,Série A,Campeonato Brasileiro Série A,21,995,0,0,0,0.00,0.00,0.00,,,,,,,2,20,11,,,,,,,,,,,,,,,,,,,,
Jonathan David Gómez,Sport Recife,Série A,Campeonato Brasileiro Série A,24,983,1,0,1,0.09,0.00,0.09,,,,,,,30,8,12,,,,,,,,,,,,,,,,,,,,
Leandro Barcia,Sport Recife,Série A,Campeonato Brasileiro Série A,16,"1,025",3,0,3,0.26,0.00,0.26,,,,,,,32,8,19,,,,,,,,,,,,,,,,,,,,
Élton Rodrigues Brandão,Sport Recife,Série A,Campeonato Brasileiro Série A,9,649,2,0,1,0.28,0.00,0.14,,,,,,,6,2,2,,,,,,,,,,,,,,,,,,,,
Luciano Juba,Sport Recife,Série A,Campeonato Brasileiro Série A,21,982,0,2,0,0.00,0.18,0.00,,,,,,,65,23,7,,,,,,,,,,,,,,,,,,,,
Hernane,Sport Recife,Série A,Campeonato Brasileiro Série A,23,718,2,0,0,0.25,0.00,0.00,,,,,,,0,7,3,,,,,,,,,,,,,,,,,,,,
Chico,Sport Recife,Série A,Campeonato Brasileiro Série A,12,647,0,0,0,0.00,0.00,0.00,,,,,,,1,19,8,,,,,,,,,,,,,,,,,,,,
Raul Prata,Sport Recife,Série A,Campeonato Brasileiro Série A,12,638,0,0,0,0.00,0.00,0.00,,,,,,,23,11,4,,,,,,,,,,,,,,,,,,,,
Mailson,Sport Recife,Série A,Campeonato Brasileiro Série A,7,630,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Rafael Thyere,Sport Recife,Série A,Campeonato Brasileiro Série A,10,618,0,0,0,0.00,0.00,0.00,,,,,,,1,7,5,,,,,,,,,,,,,,,,,,,,
Ewerton,Sport Recife,Série A,Campeonato Brasileiro Série A,11,449,0,0,0,0.00,0.00,0.00,,,,,,,16,7,2,,,,,,,,,,,,,,,,,,,,
Márcio Araújo,Sport Recife,Série A,Campeonato Brasileiro Série A,10,435,0,0,0,0.00,0.00,0.00,,,,,,,0,8,5,,,,,,,,,,,,,,,,,,,,
Willian Farias,Sport Recife,Série A,Campeonato Brasileiro Série A,4,346,0,0,0,0.00,0.00,0.00,,,,,,,0,4,3,,,,,,,,,,,,,,,,,,,,
Lucas Venuto,Sport Recife,Série A,Campeonato Brasileiro Série A,8,290,0,0,0,0.00,0.00,0.00,,,,,,,10,3,0,,,,,,,,,,,,,,,,,,,,
Rafael Luiz,Sport Recife,Série A,Campeonato Brasileiro Série A,2,115,0,0,0,0.00,0.00,0.00,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,
Bruninho,Sport Recife,Série A,Campeonato Brasileiro Série A,16,353,0,0,0,0.00,0.00,0.00,,,,,,,13,5,6,,,,,,,,,,,,,,,,,,,,
Mikael,Sport Recife,Série A,Campeonato Brasileiro Série A,14,302,1,0,1,0.30,0.00,0.30,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
Rogério,Sport Recife,Série A,Campeonato Brasileiro Série A,7,185,0,1,0,0.00,0.49,0.00,,,,,,,0,4,1,,,,,,,,,,,,,,,,,,,,
Ronaldo,Sport Recife,Série A,Campeonato Brasileiro Série A,3,61,0,0,0,0.00,0.00,0.00,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,
Gustavo,Sport Recife,Série A,Campeonato Brasileiro Série A,4,45,0,0,0,0.00,0.00,0.00,,,,,,,0,3,0,,,,,,,,,,,,,,,,,,,,
Maxwell Silva,Sport Recife,Série A,Campeonato Brasileiro Série A,4,44,0,0,0,0.00,0.00,0.00,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,
João Igor,Sport Recife,Série A,Campeonato Brasileiro Série A,3,42,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
