player,team,league_name_fbref,league_name_sofifa,games,minutes,goals,assists,goals_pens,goals_per90,assists_per90,goals_pens_per90,xg,npxg,xa,xg_per90,xa_per90,npxg_per90,crosses,interceptions,tackles_won,aerials_won,touches_att_pen_area,dribbles_completed,progressive_carries,progressive_passes_received,tackles,dribble_tackles,pressures,blocks,clearances,gca,passes_completed,passes,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,progressive_passes
Marcos Serrato,Sport Recife,Série A,Campeonato Brasileiro Série A,2,29,0,0,0,0.00,0.00,0.00,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,
Philip,Sport Recife,Série A,Campeonato Brasileiro Série A,1,19,0,0,0,0.00,0.00,0.00,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,
Pedro Henryque Maranhão,Sport Recife,Série A,Campeonato Brasileiro Série A,1,1,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Lucas Alisson,Fortaleza,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcelo Boeck,Fortaleza,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diguinho,Fortaleza,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kennedy,Fortaleza,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madson,Fortaleza,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel,Fortaleza,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean-Paul Montalbetti,Fortaleza,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joao Paulo,Fortaleza,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel,Fortaleza,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willian Santos,Fortaleza,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felipe Alves Raymundo,Fortaleza,Série A,Campeonato Brasileiro Série A,37,"3,330",0,0,0,0.00,0.00,0.00,,,,,,,0,1,2,,,,,,,,,,,,,,,,,,,,
David,Fortaleza,Série A,Campeonato Brasileiro Série A,35,"2,664",7,5,7,0.24,0.17,0.24,,,,,,,26,13,23,,,,,,,,,,,,,,,,,,,,
Felipe,Fortaleza,Série A,Campeonato Brasileiro Série A,33,"2,690",1,0,1,0.03,0.00,0.03,,,,,,,10,64,37,,,,,,,,,,,,,,,,,,,,
Juninho,Fortaleza,Série A,Campeonato Brasileiro Série A,32,"2,740",3,3,0,0.10,0.10,0.00,,,,,,,171,41,37,,,,,,,,,,,,,,,,,,,,
Romarinho,Fortaleza,Série A,Campeonato Brasileiro Série A,34,"2,579",4,0,4,0.14,0.00,0.14,,,,,,,25,15,15,,,,,,,,,,,,,,,,,,,,
Paulão,Fortaleza,Série A,Campeonato Brasileiro Série A,31,"2,721",0,0,0,0.00,0.00,0.00,,,,,,,1,36,9,,,,,,,,,,,,,,,,,,,,
Osvaldo,Fortaleza,Série A,Campeonato Brasileiro Série A,36,"1,975",1,5,1,0.05,0.23,0.05,,,,,,,81,17,17,,,,,,,,,,,,,,,,,,,,
Wellington Paulista,Fortaleza,Série A,Campeonato Brasileiro Série A,35,"1,959",9,1,7,0.41,0.05,0.32,,,,,,,10,7,4,,,,,,,,,,,,,,,,,,,,
Gabriel Dias,Fortaleza,Série A,Campeonato Brasileiro Série A,31,"1,958",1,1,1,0.05,0.05,0.05,,,,,,,42,22,21,,,,,,,,,,,,,,,,,,,,
Guilherme Tinga,Fortaleza,Série A,Campeonato Brasileiro Série A,28,"1,840",0,3,0,0.00,0.15,0.00,,,,,,,72,23,25,,,,,,,,,,,,,,,,,,,,
Carlinhos,Fortaleza,Série A,Campeonato Brasileiro Série A,27,"1,881",0,0,0,0.00,0.00,0.00,,,,,,,56,32,14,,,,,,,,,,,,,,,,,,,,
Jackson de Souza,Fortaleza,Série A,Campeonato Brasileiro Série A,21,"1,696",0,0,0,0.00,0.00,0.00,,,,,,,1,18,12,,,,,,,,,,,,,,,,,,,,
Bruno Melo,Fortaleza,Série A,Campeonato Brasileiro Série A,24,"1,695",2,1,2,0.11,0.05,0.11,,,,,,,21,19,16,,,,,,,,,,,,,,,,,,,,
Ronald,Fortaleza,Série A,Campeonato Brasileiro Série A,28,"1,385",0,1,0,0.00,0.06,0.00,,,,,,,11,22,29,,,,,,,,,,,,,,,,,,,,
Juan Quintero,Fortaleza,Série A,Campeonato Brasileiro Série A,14,"1,024",0,0,0,0.00,0.00,0.00,,,,,,,0,15,6,,,,,,,,,,,,,,,,,,,,
Yuri,Fortaleza,Série A,Campeonato Brasileiro Série A,28,"1,154",1,2,1,0.08,0.16,0.08,,,,,,,23,6,10,,,,,,,,,,,,,,,,,,,,
Wanderson,Fortaleza,Série A,Campeonato Brasileiro Série A,11,727,0,0,0,0.00,0.00,0.00,,,,,,,0,10,1,,,,,,,,,,,,,,,,,,,,
Marlon,Fortaleza,Série A,Campeonato Brasileiro Série A,16,623,0,0,0,0.00,0.00,0.00,,,,,,,10,8,16,,,,,,,,,,,,,,,,,,,,
Roger Carvalho,Fortaleza,Série A,Campeonato Brasileiro Série A,6,435,0,0,0,0.00,0.00,0.00,,,,,,,0,2,1,,,,,,,,,,,,,,,,,,,,
Bergson da Silva,Fortaleza,Série A,Campeonato Brasileiro Série A,14,554,3,0,3,0.49,0.00,0.49,,,,,,,4,1,6,,,,,,,,,,,,,,,,,,,,
Luiz Henrique,Fortaleza,Série A,Campeonato Brasileiro Série A,7,305,0,2,0,0.00,0.59,0.00,,,,,,,8,1,1,,,,,,,,,,,,,,,,,,,,
Mariano Vázquez,Fortaleza,Série A,Campeonato Brasileiro Série A,19,369,0,0,0,0.00,0.00,0.00,,,,,,,8,1,1,,,,,,,,,,,,,,,,,,,,
João Paulo Alves,Fortaleza,Série A,Campeonato Brasileiro Série A,10,302,0,0,0,0.00,0.00,0.00,,,,,,,10,2,1,,,,,,,,,,,,,,,,,,,,
Igor Torres,Fortaleza,Série A,Campeonato Brasileiro Série A,7,214,1,0,1,0.42,0.00,0.42,,,,,,,2,5,7,,,,,,,,,,,,,,,,,,,,
Derley,Fortaleza,Série A,Campeonato Brasileiro Série A,10,189,0,0,0,0.00,0.00,0.00,,,,,,,1,4,3,,,,,,,,,,,,,,,,,,,,
Éderson,Fortaleza,Série A,Campeonato Brasileiro Série A,8,110,0,0,0,0.00,0.00,0.00,,,,,,,2,0,1,,,,,,,,,,,,,,,,,,,,
Max Walef,Fortaleza,Série A,Campeonato Brasileiro Série A,1,90,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Edson Caríus,Fortaleza,Série A,Campeonato Brasileiro Série A,1,60,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Franco Fragapane,Fortaleza,Série A,Campeonato Brasileiro Série A,9,124,0,0,0,0.00,0.00,0.00,,,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,
Tiago Orobó,Fortaleza,Série A,Campeonato Brasileiro Série A,5,48,0,0,0,0.00,0.00,0.00,,,,,,,2,1,2,,,,,,,,,,,,,,,,,,,,
Pablo,Fortaleza,Série A,Campeonato Brasileiro Série A,1,1,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Alexander,Vasco da Gama,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaio Magno,Vasco da Gama,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riquelme,Vasco da Gama,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulisses,Vasco da Gama,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Miguel,Vasco da Gama,Série A,Campeonato Brasileiro Série A,36,"3,240",0,0,0,0.00,0.00,0.00,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,
Germán Cano,Vasco da Gama,Série A,Campeonato Brasileiro Série A,34,"2,860",14,1,13,0.44,0.03,0.41,,,,,,,7,4,7,,,,,,,,,,,,,,,,,,,,
Talles Magno,Vasco da Gama,Série A,Campeonato Brasileiro Série A,34,"2,311",3,1,3,0.12,0.04,0.12,,,,,,,24,15,28,,,,,,,,,,,,,,,,,,,,
Henrique,Vasco da Gama,Série A,Campeonato Brasileiro Série A,29,"2,444",0,1,0,0.00,0.04,0.00,,,,,,,52,40,17,,,,,,,,,,,,,,,,,,,,
Leandro Castán,Vasco da Gama,Série A,Campeonato Brasileiro Série A,28,"2,396",0,0,0,0.00,0.00,0.00,,,,,,,0,53,23,,,,,,,,,,,,,,,,,,,,
Yago Pikachu,Vasco da Gama,Série A,Campeonato Brasileiro Série A,28,"1,980",2,0,1,0.09,0.00,0.05,,,,,,,68,34,21,,,,,,,,,,,,,,,,,,,,
Andrey Ramos do Nascimento,Vasco da Gama,Série A,Campeonato Brasileiro Série A,27,"1,786",1,3,1,0.05,0.15,0.05,,,,,,,16,38,36,,,,,,,,,,,,,,,,,,,,
Martín Benítez,Vasco da Gama,Série A,Campeonato Brasileiro Série A,24,"1,722",2,2,2,0.10,0.10,0.10,,,,,,,92,24,16,,,,,,,,,,,,,,,,,,,,
Ricardo,Vasco da Gama,Série A,Campeonato Brasileiro Série A,21,"1,612",2,0,2,0.11,0.00,0.11,,,,,,,1,31,12,,,,,,,,,,,,,,,,,,,,
Léo Matos,Vasco da Gama,Série A,Campeonato Brasileiro Série A,19,"1,490",1,1,1,0.06,0.06,0.06,,,,,,,68,20,15,,,,,,,,,,,,,,,,,,,,
Leonardo Gil,Vasco da Gama,Série A,Campeonato Brasileiro Série A,19,"1,398",0,3,0,0.00,0.19,0.00,,,,,,,64,13,16,,,,,,,,,,,,,,,,,,,,
Bruno Gomes,Vasco da Gama,Série A,Campeonato Brasileiro Série A,23,"1,479",0,0,0,0.00,0.00,0.00,,,,,,,1,23,27,,,,,,,,,,,,,,,,,,,,
Carlinhos,Vasco da Gama,Série A,Campeonato Brasileiro Série A,28,"1,381",1,2,1,0.07,0.13,0.07,,,,,,,61,12,14,,,,,,,,,,,,,,,,,,,,
Miranda,Vasco da Gama,Série A,Campeonato Brasileiro Série A,18,"1,365",0,0,0,0.00,0.00,0.00,,,,,,,1,31,21,,,,,,,,,,,,,,,,,,,,
Marcelo Alves,Vasco da Gama,Série A,Campeonato Brasileiro Série A,14,"1,146",0,0,0,0.00,0.00,0.00,,,,,,,1,22,11,,,,,,,,,,,,,,,,,,,,
Marcos Júnior,Vasco da Gama,Série A,Campeonato Brasileiro Série A,21,"1,047",0,1,0,0.00,0.09,0.00,,,,,,,4,21,11,,,,,,,,,,,,,,,,,,,,
Neto Borges,Vasco da Gama,Série A,Campeonato Brasileiro Série A,19,"1,008",0,1,0,0.00,0.09,0.00,,,,,,,40,17,13,,,,,,,,,,,,,,,,,,,,
Fellipe Bastos,Vasco da Gama,Série A,Campeonato Brasileiro Série A,14,792,4,0,4,0.45,0.00,0.45,,,,,,,6,9,12,,,,,,,,,,,,,,,,,,,,
Juninho,Vasco da Gama,Série A,Campeonato Brasileiro Série A,17,780,0,1,0,0.00,0.12,0.00,,,,,,,8,7,9,,,,,,,,,,,,,,,,,,,,
Vinícius Paiva,Vasco da Gama,Série A,Campeonato Brasileiro Série A,18,757,1,0,1,0.12,0.00,0.12,,,,,,,21,3,6,,,,,,,,,,,,,,,,,,,,
Werley,Vasco da Gama,Série A,Campeonato Brasileiro Série A,8,611,0,0,0,0.00,0.00,0.00,,,,,,,1,7,1,,,,,,,,,,,,,,,,,,,,
Cayo Tenório,Vasco da Gama,Série A,Campeonato Brasileiro Série A,16,610,0,1,0,0.00,0.15,0.00,,,,,,,37,7,6,,,,,,,,,,,,,,,,,,,,
Ribamar,Vasco da Gama,Série A,Campeonato Brasileiro Série A,15,471,4,0,3,0.76,0.00,0.57,,,,,,,3,0,3,,,,,,,,,,,,,,,,,,,,
Ygor Catatau,Vasco da Gama,Série A,Campeonato Brasileiro Série A,15,455,1,1,1,0.20,0.20,0.20,,,,,,,15,6,6,,,,,,,,,,,,,,,,,,,,
Gustavo Torres,Vasco da Gama,Série A,Campeonato Brasileiro Série A,9,445,0,1,0,0.00,0.20,0.00,,,,,,,17,3,4,,,,,,,,,,,,,,,,,,,,
Gabriel Chaves,Vasco da Gama,Série A,Campeonato Brasileiro Série A,16,474,1,0,1,0.19,0.00,0.19,,,,,,,7,4,10,,,,,,,,,,,,,,,,,,,,
Jadson,Vasco da Gama,Série A,Campeonato Brasileiro Série A,5,309,0,0,0,0.00,0.00,0.00,,,,,,,0,7,5,,,,,,,,,,,,,,,,,,,,
Bruno César,Vasco da Gama,Série A,Campeonato Brasileiro Série A,7,239,0,0,0,0.00,0.00,0.00,,,,,,,18,1,3,,,,,,,,,,,,,,,,,,,,
Lucão,Vasco da Gama,Série A,Campeonato Brasileiro Série A,2,180,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Caio Lopes,Vasco da Gama,Série A,Campeonato Brasileiro Série A,5,156,0,0,0,0.00,0.00,0.00,,,,,,,2,2,3,,,,,,,,,,,,,,,,,,,,
Cláudio Winck,Vasco da Gama,Série A,Campeonato Brasileiro Série A,2,135,0,0,0,0.00,0.00,0.00,,,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,
Guilherme Parede,Vasco da Gama,Série A,Campeonato Brasileiro Série A,11,233,0,0,0,0.00,0.00,0.00,,,,,,,7,0,1,,,,,,,,,,,,,,,,,,,,
Tiago Reis,Vasco da Gama,Série A,Campeonato Brasileiro Série A,8,129,0,0,0,0.00,0.00,0.00,,,,,,,1,0,2,,,,,,,,,,,,,,,,,,,,
Lucas Santos,Vasco da Gama,Série A,Campeonato Brasileiro Série A,4,50,0,0,0,0.00,0.00,0.00,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,
Alan Dias,Goiás,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matheus,Goiás,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filipe Trindade,Goiás,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tadeu,Goiás,Série A,Campeonato Brasileiro Série A,32,"2,880",0,0,0,0.00,0.00,0.00,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,
Fábio Sanches,Goiás,Série A,Campeonato Brasileiro Série A,31,"2,604",1,1,1,0.03,0.03,0.03,,,,,,,0,45,30,,,,,,,,,,,,,,,,,,,,
David Duarte,Goiás,Série A,Campeonato Brasileiro Série A,30,"2,595",2,0,2,0.07,0.00,0.07,,,,,,,11,48,23,,,,,,,,,,,,,,,,,,,,
Breno,Goiás,Série A,Campeonato Brasileiro Série A,29,"2,189",0,0,0,0.00,0.00,0.00,,,,,,,9,32,31,,,,,,,,,,,,,,,,,,,,
Jefferson,Goiás,Série A,Campeonato Brasileiro Série A,26,"1,960",1,0,1,0.05,0.00,0.05,,,,,,,89,29,22,,,,,,,,,,,,,,,,,,,,
Rafael Moura,Goiás,Série A,Campeonato Brasileiro Série A,31,"2,171",9,0,7,0.37,0.00,0.29,,,,,,,16,6,8,,,,,,,,,,,,,,,,,,,,
Shaylon,Goiás,Série A,Campeonato Brasileiro Série A,26,"2,054",1,5,1,0.04,0.22,0.04,,,,,,,114,30,11,,,,,,,,,,,,,,,,,,,,
Vinícius,Goiás,Série A,Campeonato Brasileiro Série A,28,"2,019",6,3,6,0.27,0.13,0.27,,,,,,,14,10,24,,,,,,,,,,,,,,,,,,,,
Fernandão,Goiás,Série A,Campeonato Brasileiro Série A,24,"1,653",10,0,9,0.54,0.00,0.49,,,,,,,3,9,9,,,,,,,,,,,,,,,,,,,,
Heron,Goiás,Série A,Campeonato Brasileiro Série A,24,"1,728",0,1,0,0.00,0.05,0.00,,,,,,,14,18,15,,,,,,,,,,,,,,,,,,,,
Ariel Cabral,Goiás,Série A,Campeonato Brasileiro Série A,20,"1,462",0,1,0,0.00,0.06,0.00,,,,,,,7,28,15,,,,,,,,,,,,,,,,,,,,
Daniel Villalva,Goiás,Série A,Campeonato Brasileiro Série A,18,"1,098",0,3,0,0.00,0.25,0.00,,,,,,,45,2,9,,,,,,,,,,,,,,,,,,,,
Daniel Bessa,Goiás,Série A,Campeonato Brasileiro Série A,13,"1,080",2,0,1,0.17,0.00,0.08,,,,,,,40,17,12,,,,,,,,,,,,,,,,,,,,
Douglas Baggio,Goiás,Série A,Campeonato Brasileiro Série A,25,"1,046",0,1,0,0.00,0.09,0.00,,,,,,,17,9,19,,,,,,,,,,,,,,,,,,,,
Miguel Figueira,Goiás,Série A,Campeonato Brasileiro Série A,23,933,1,2,1,0.10,0.19,0.10,,,,,,,8,6,17,,,,,,,,,,,,,,,,,,,,
Edílson Mendes,Goiás,Série A,Campeonato Brasileiro Série A,10,858,0,1,0,0.00,0.10,0.00,,,,,,,45,7,7,,,,,,,,,,,,,,,,,,,,
Caju,Goiás,Série A,Campeonato Brasileiro Série A,13,938,0,1,0,0.00,0.10,0.00,,,,,,,17,24,9,,,,,,,,,,,,,,,,,,,,
Juan Pintado,Goiás,Série A,Campeonato Brasileiro Série A,14,774,0,0,0,0.00,0.00,0.00,,,,,,,27,13,23,,,,,,,,,,,,,,,,,,,,
Henrique Lordelo,Goiás,Série A,Campeonato Brasileiro Série A,13,757,0,0,0,0.00,0.00,0.00,,,,,,,1,10,11,,,,,,,,,,,,,,,,,,,,
Rafael Vaz,Goiás,Série A,Campeonato Brasileiro Série A,7,629,1,0,1,0.14,0.00,0.14,,,,,,,1,13,4,,,,,,,,,,,,,,,,,,,,
Sandro,Goiás,Série A,Campeonato Brasileiro Série A,9,563,0,0,0,0.00,0.00,0.00,,,,,,,2,13,6,,,,,,,,,,,,,,,,,,,,
Marcelo Rangel,Goiás,Série A,Campeonato Brasileiro Série A,6,540,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Iago Mendonça,Goiás,Série A,Campeonato Brasileiro Série A,10,553,0,0,0,0.00,0.00,0.00,,,,,,,1,19,4,,,,,,,,,,,,,,,,,,,,
Ratinho,Goiás,Série A,Campeonato Brasileiro Série A,11,487,0,0,0,0.00,0.00,0.00,,,,,,,6,16,6,,,,,,,,,,,,,,,,,,,,
Gilberto,Goiás,Série A,Campeonato Brasileiro Série A,7,312,0,0,0,0.00,0.00,0.00,,,,,,,1,6,4,,,,,,,,,,,,,,,,,,,,
Taylon Carvalho,Goiás,Série A,Campeonato Brasileiro Série A,9,428,0,0,0,0.00,0.00,0.00,,,,,,,10,5,7,,,,,,,,,,,,,,,,,,,,
Victor Andrade,Goiás,Série A,Campeonato Brasileiro Série A,9,398,2,0,2,0.45,0.00,0.45,,,,,,,10,3,6,,,,,,,,,,,,,,,,,,,,
Daniel,Goiás,Série A,Campeonato Brasileiro Série A,18,576,0,1,0,0.00,0.16,0.00,,,,,,,6,8,10,,,,,,,,,,,,,,,,,,,,
Índio,Goiás,Série A,Campeonato Brasileiro Série A,12,394,1,0,1,0.23,0.00,0.23,,,,,,,27,3,3,,,,,,,,,,,,,,,,,,,,
Luiz Gustavo,Goiás,Série A,Campeonato Brasileiro Série A,3,263,0,0,0,0.00,0.00,0.00,,,,,,,2,4,3,,,,,,,,,,,,,,,,,,,,
Chico,Goiás,Série A,Campeonato Brasileiro Série A,3,196,0,0,0,0.00,0.00,0.00,,,,,,,2,3,0,,,,,,,,,,,,,,,,,,,,
Mike,Goiás,Série A,Campeonato Brasileiro Série A,7,273,0,0,0,0.00,0.00,0.00,,,,,,,9,8,1,,,,,,,,,,,,,,,,,,,,
Gustavo Blanco,Goiás,Série A,Campeonato Brasileiro Série A,4,160,0,0,0,0.00,0.00,0.00,,,,,,,2,2,3,,,,,,,,,,,,,,,,,,,,
Gabriel Rodrigues,Goiás,Série A,Campeonato Brasileiro Série A,5,179,0,0,0,0.00,0.00,0.00,,,,,,,11,2,1,,,,,,,,,,,,,,,,,,,,
Ignacio Jara,Goiás,Série A,Campeonato Brasileiro Série A,6,129,1,0,1,0.70,0.00,0.70,,,,,,,5,0,0,,,,,,,,,,,,,,,,,,,,
Marcinho,Goiás,Série A,Campeonato Brasileiro Série A,1,69,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Yago Rocha,Goiás,Série A,Campeonato Brasileiro Série A,2,58,0,0,0,0.00,0.00,0.00,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,
Thalles,Goiás,Série A,Campeonato Brasileiro Série A,1,45,0,0,0,0.00,0.00,0.00,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
Pedro Marinho,Goiás,Série A,Campeonato Brasileiro Série A,4,118,0,0,0,0.00,0.00,0.00,,,,,,,4,1,3,,,,,,,,,,,,,,,,,,,,
Zeca,Goiás,Série A,Campeonato Brasileiro Série A,3,70,0,0,0,0.00,0.00,0.00,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,
Joao Marcos,Goiás,Série A,Campeonato Brasileiro Série A,4,61,1,0,1,1.48,0.00,1.48,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
Alyson Motta,Goiás,Série A,Campeonato Brasileiro Série A,1,45,0,1,0,0.00,2.00,0.00,,,,,,,3,0,0,,,,,,,,,,,,,,,,,,,,
Sandrinho,Goiás,Série A,Campeonato Brasileiro Série A,3,45,0,0,0,0.00,0.00,0.00,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
Kevin Quevedo,Goiás,Série A,Campeonato Brasileiro Série A,1,32,0,0,0,0.00,0.00,0.00,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
Gustavinho,Goiás,Série A,Campeonato Brasileiro Série A,2,28,0,0,0,0.00,0.00,0.00,,,,,,,3,0,0,,,,,,,,,,,,,,,,,,,,
Sebastian Salazar,Goiás,Série A,Campeonato Brasileiro Série A,1,22,0,0,0,0.00,0.00,0.00,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,
Daniel Santos,Goiás,Série A,Campeonato Brasileiro Série A,1,12,0,0,0,0.00,0.00,0.00,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,
Lucão,Goiás,Série A,Campeonato Brasileiro Série A,1,9,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Vidal,Goiás,Série A,Campeonato Brasileiro Série A,1,5,0,0,0,0.00,0.00,0.00,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
Diego,Coritiba,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazu,Coritiba,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Lima,Coritiba,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcao,Coritiba,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Muralha,Coritiba,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinho,Coritiba,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
João Vitor,Coritiba,Série A,Campeonato Brasileiro Série A,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilson,Coritiba,Série A,Campeonato Brasileiro Série A,34,"3,059",1,0,0,0.03,0.00,0.00,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
José Sabino,Coritiba,Série A,Campeonato Brasileiro Série A,31,"2,724",4,0,1,0.13,0.00,0.03,,,,,,,4,46,26,,,,,,,,,,,,,,,,,,,,
Robson,Coritiba,Série A,Campeonato Brasileiro Série A,32,"2,469",8,1,7,0.29,0.04,0.26,,,,,,,35,19,16,,,,,,,,,,,,,,,,,,,,
William Matheus,Coritiba,Série A,Campeonato Brasileiro Série A,24,"2,160",1,3,1,0.04,0.12,0.04,,,,,,,60,14,11,,,,,,,,,,,,,,,,,,,,
Hugo Moura,Coritiba,Série A,Campeonato Brasileiro Série A,28,"2,156",1,3,1,0.04,0.13,0.04,,,,,,,7,33,25,,,,,,,,,,,,,,,,,,,,
Matheus Sales,Coritiba,Série A,Campeonato Brasileiro Série A,21,"1,699",0,0,0,0.00,0.00,0.00,,,,,,,5,15,24,,,,,,,,,,,,,,,,,,,,
Matheus Galdezani,Coritiba,Série A,Campeonato Brasileiro Série A,24,"1,534",1,1,1,0.06,0.06,0.06,,,,,,,39,36,24,,,,,,,,,,,,,,,,,,,,
Nathan Silva,Coritiba,Série A,Campeonato Brasileiro Série A,19,"1,476",1,1,1,0.06,0.06,0.06,,,,,,,4,23,12,,,,,,,,,,,,,,,,,,,,
Jonathan,Coritiba,Série A,Campeonato Brasileiro Série A,24,"1,566",1,0,1,0.06,0.00,0.06,,,,,,,46,42,30,,,,,,,,,,,,,,,,,,,,
Neílton,Coritiba,Série A,Campeonato Brasileiro Série A,24,"1,458",1,4,1,0.06,0.25,0.06,,,,,,,37,13,15,,,,,,,,,,,,,,,,,,,,
Matheus Bueno,Coritiba,Série A,Campeonato Brasileiro Série A,27,"1,316",0,0,0,0.00,0.00,0.00,,,,,,,6,17,17,,,,,,,,,,,,,,,,,,,,
Rhodolfo,Coritiba,Série A,Campeonato Brasileiro Série A,17,"1,345",0,0,0,0.00,0.00,0.00,,,,,,,2,15,6,,,,,,,,,,,,,,,,,,,,
Giovanni Augusto,Coritiba,Série A,Campeonato Brasileiro Série A,20,"1,275",4,5,4,0.28,0.35,0.28,,,,,,,80,7,24,,,,,,,,,,,,,,,,,,,,
Natanael,Coritiba,Série A,Campeonato Brasileiro Série A,17,"1,042",1,0,1,0.09,0.00,0.09,,,,,,,34,20,24,,,,,,,,,,,,,,,,,,,,
Rodolfo Filemon,Coritiba,Série A,Campeonato Brasileiro Série A,14,"1,005",0,0,0,0.00,0.00,0.00,,,,,,,0,12,3,,,,,,,,,,,,,,,,,,,,
Ricardo Oliveira,Coritiba,Série A,Campeonato Brasileiro Série A,18,964,2,1,2,0.19,0.09,0.19,,,,,,,5,0,1,,,,,,,,,,,,,,,,,,,,
Guilherme Biro,Coritiba,Série A,Campeonato Brasileiro Série A,9,647,0,0,0,0.00,0.00,0.00,,,,,,,14,11,8,,,,,,,,,,,,,,,,,,,,
Sassá,Coritiba,Série A,Campeonato Brasileiro Série A,10,708,1,1,1,0.13,0.13,0.13,,,,,,,3,1,0,,,,,,,,,,,,,,,,,,,,
Rafinha,Coritiba,Série A,Campeonato Brasileiro Série A,9,673,0,0,0,0.00,0.00,0.00,,,,,,,23,8,12,,,,,,,,,,,,,,,,,,,,
