player,team,league_name_fbref,league_name_sofifa,games,minutes,goals,assists,goals_pens,goals_per90,assists_per90,goals_pens_per90,xg,npxg,xa,xg_per90,xa_per90,npxg_per90,crosses,interceptions,tackles_won,aerials_won,touches_att_pen_area,dribbles_completed,progressive_carries,progressive_passes_received,tackles,dribble_tackles,pressures,blocks,clearances,gca,passes_completed,passes,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,progressive_passes
Sergio Canales,Betis,La Liga,Spain Primera Division,24,"1,911",4,6,4,0.19,0.28,0.19,3.9,3.9,3.6,0.18,0.17,0.18,31,13,17,13,74,24,157,101,21,6,219,14,9,12,1070,1280,489,544,394,438,144,218,129
Álex Moreno,Betis,La Liga,Spain Primera Division,21,"1,694",4,2,4,0.21,0.11,0.21,2.2,2.2,1.7,0.12,0.09,0.12,57,35,30,24,58,17,120,69,56,21,272,50,55,7,704,962,354,405,278,372,54,131,61
Guido Rodríguez,Betis,La Liga,Spain Primera Division,21,"1,596",1,2,1,0.06,0.11,0.06,0.7,0.7,0.3,0.04,0.02,0.04,2,36,38,17,9,11,40,4,58,29,406,41,43,3,775,905,322,362,320,352,109,147,55
Héctor Bellerín,Betis,La Liga,Spain Primera Division,18,"1,596",0,2,0,0.00,0.11,0.00,0.2,0.2,2.1,0.01,0.12,0.01,32,18,16,32,40,21,59,45,36,25,182,26,55,6,665,876,339,405,252,316,59,103,58
Juanmi,Betis,La Liga,Spain Primera Division,21,"1,341",12,1,12,0.81,0.07,0.81,7.3,7.3,1.0,0.49,0.06,0.49,4,10,17,15,75,21,42,80,30,13,284,16,4,4,259,327,133,159,86,103,23,32,22
Rui Silva,Betis,La Liga,Spain Primera Division,16,"1,440",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,2,0,0,0,359,497,56,57,166,168,136,271,0
William Carvalho,Betis,La Liga,Spain Primera Division,23,"1,247",1,3,1,0.07,0.22,0.07,1.9,1.9,1.4,0.13,0.10,0.13,4,17,24,23,37,29,64,33,35,14,202,17,21,6,802,906,365,406,322,347,106,134,101
Willian José,Betis,La Liga,Spain Primera Division,22,"1,184",8,4,5,0.61,0.30,0.38,5.7,3.5,2.5,0.44,0.19,0.26,4,8,8,15,42,8,36,75,9,1,166,7,13,5,330,415,171,199,106,131,29,46,25
Víctor Ruiz,Betis,La Liga,Spain Primera Division,15,"1,154",0,0,0,0.00,0.00,0.00,0.4,0.4,0.1,0.03,0.01,0.03,0,32,6,42,5,2,27,0,10,3,72,24,56,0,613,715,174,193,314,344,117,163,35
Édgar González,Betis,La Liga,Spain Primera Division,18,"1,361",1,1,1,0.07,0.07,0.07,0.8,0.8,0.6,0.06,0.04,0.06,0,37,14,35,5,6,29,1,21,13,128,29,92,1,725,800,248,256,356,378,117,152,19
Marc Bartra,Betis,La Liga,Spain Primera Division,13,"1,093",0,0,0,0.00,0.00,0.00,0.6,0.6,0.1,0.05,0.01,0.05,0,25,14,44,10,3,31,2,22,9,106,29,62,0,503,616,134,145,275,299,92,165,35
Andrés Guardado,Betis,La Liga,Spain Primera Division,21,"1,104",0,1,0,0.00,0.08,0.00,0.7,0.7,0.5,0.06,0.04,0.06,3,21,17,18,11,4,52,10,23,12,155,19,29,2,616,737,205,233,286,323,121,170,49
Germán Pezzella,Betis,La Liga,Spain Primera Division,13,"1,098",1,0,1,0.08,0.00,0.08,0.5,0.5,0.0,0.04,0.00,0.04,1,34,12,45,11,2,14,3,17,9,89,23,54,1,497,573,141,155,271,292,81,119,12
Borja Iglesias,Betis,La Liga,Spain Primera Division,22,941,7,0,5,0.67,0.00,0.48,6.6,5.0,1.4,0.63,0.14,0.48,5,3,3,9,64,7,22,68,3,1,151,6,4,2,145,200,84,111,39,49,13,23,9
Claudio Bravo,Betis,La Liga,Spain Primera Division,10,900,0,0,0,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.02,0.00,0,0,0,0,0,0,0,0,0,0,3,0,1,0,198,309,29,30,80,84,89,195,0
Rodrigo,Betis,La Liga,Spain Primera Division,16,755,1,1,1,0.12,0.12,0.12,1.2,1.2,1.2,0.15,0.14,0.15,14,3,7,1,34,12,60,44,9,1,115,15,2,2,303,369,146,162,123,146,30,48,49
Aitor Ruibal,Betis,La Liga,Spain Primera Division,14,567,0,0,0,0.00,0.00,0.00,0.9,0.9,0.3,0.14,0.04,0.14,13,7,12,2,24,12,30,42,21,6,145,7,1,1,152,199,93,105,49,65,9,17,21
Juan Miranda,Betis,La Liga,Spain Primera Division,8,523,0,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.02,0.02,0.02,16,8,9,13,6,1,17,18,16,5,92,12,23,1,268,347,126,141,115,139,21,55,22
Martín Montoya,Betis,La Liga,Spain Primera Division,6,518,0,1,0,0.00,0.17,0.00,0.4,0.4,1.1,0.06,0.19,0.06,11,12,9,9,16,0,23,20,18,9,93,12,18,1,256,313,132,151,101,122,18,32,16
Cristian Tello,Betis,La Liga,Spain Primera Division,18,644,0,2,0,0.00,0.28,0.00,1.3,1.3,1.9,0.18,0.26,0.18,12,8,6,4,29,12,42,47,12,8,133,11,5,2,210,277,113,136,70,91,18,30,18
Paul Akouokou,Betis,La Liga,Spain Primera Division,4,193,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.01,0.02,0,3,4,6,1,2,10,0,7,2,45,3,6,0,95,111,42,48,45,50,6,11,6
Roberto González,Betis,La Liga,Spain Primera Division,4,135,0,0,0,0.00,0.00,0.00,0.2,0.2,0.0,0.10,0.00,0.10,2,2,2,1,4,3,3,7,4,3,47,7,0,0,30,39,19,22,8,12,1,2,2
Diego Lainez,Betis,La Liga,Spain Primera Division,5,100,0,0,0,0.00,0.00,0.00,0.1,0.1,0.2,0.05,0.18,0.05,1,0,1,1,7,2,8,7,1,0,21,3,0,0,34,43,23,25,10,15,1,1,2
Kike Hermoso,Betis,La Liga,Spain Primera Division,1,90,1,0,1,1.00,0.00,1.00,0.2,0.2,0.0,0.16,0.00,0.16,0,1,2,5,2,1,1,0,2,1,8,5,11,0,47,51,15,15,26,27,6,9,0
Youssouf Sabaly,Betis,La Liga,Spain Primera Division,1,90,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,2,4,0,1,3,0,8,6,1,0,7,4,0,0,39,47,21,22,13,19,4,4,1
Joaquín,Betis,La Liga,Spain Primera Division,11,169,0,1,0,0.00,0.53,0.00,0.4,0.4,0.8,0.22,0.44,0.22,5,1,0,2,14,5,26,9,0,0,13,7,4,1,81,98,43,47,26,31,8,14,14
Víctor Camarasa,Betis,La Liga,Spain Primera Division,7,108,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0,3,1,2,3,0,6,3,1,0,19,3,2,0,47,55,16,20,25,26,6,7,2
Calderón,Betis,La Liga,Spain Primera Division,1,65,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.19,0.00,3,1,1,1,1,0,5,2,1,0,2,2,1,0,43,47,18,19,17,20,6,6,3
Loren Morón,Betis,La Liga,Spain Primera Division,1,4,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Lazar Carević,Barcelona,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Arnau Comas,Barcelona,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Lucas De Vega Lima,Barcelona,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Guillem Jaime,Barcelona,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Rey Manaj,Barcelona,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Mika Màrmol,Barcelona,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Iñaki Peña,Barcelona,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Miralem Pjanić,Barcelona,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Arnau Tenas,Barcelona,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Sergio Busquets,Barcelona,La Liga,Spain Primera Division,24,"2,118",1,0,1,0.04,0.00,0.04,0.3,0.3,0.9,0.01,0.04,0.01,2,31,45,38,13,16,102,45,63,33,390,35,30,2,1612,1843,626,684,685,755,266,345,153
Marc-André ter Stegen,Barcelona,La Liga,Spain Primera Division,23,"2,070",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,769,884,137,139,398,403,228,336,2
Gerard Piqué,Barcelona,La Liga,Spain Primera Division,21,"1,653",1,0,1,0.05,0.00,0.05,2.0,2.0,0.1,0.11,0.00,0.11,0,27,11,77,24,2,83,2,16,7,124,25,88,2,1185,1315,273,303,678,710,226,289,81
Frenkie de Jong,Barcelona,La Liga,Spain Primera Division,21,"1,625",3,3,3,0.17,0.17,0.17,3.2,3.2,2.3,0.18,0.13,0.18,18,19,16,24,42,22,127,76,24,2,197,18,13,7,993,1111,469,504,379,417,123,147,90
Jordi Alba,Barcelona,La Liga,Spain Primera Division,18,"1,581",1,6,1,0.06,0.34,0.06,0.8,0.8,3.0,0.05,0.17,0.05,66,30,14,6,53,7,72,73,23,9,181,36,24,9,1319,1578,624,691,570,655,109,175,134
Gavi Paez,Barcelona,La Liga,Spain Primera Division,21,"1,422",2,4,2,0.13,0.25,0.13,2.7,2.7,2.6,0.17,0.16,0.17,21,17,19,22,54,19,112,82,26,8,317,31,9,8,679,770,404,429,210,238,50,69,51
Eric García,Barcelona,La Liga,Spain Primera Division,17,"1,330",0,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.01,0.01,0,30,8,22,8,2,95,4,14,5,133,26,25,1,1023,1108,284,301,558,594,180,205,88
Ronald Araújo,Barcelona,La Liga,Spain Primera Division,20,"1,431",3,0,3,0.19,0.00,0.19,0.9,0.9,0.4,0.06,0.03,0.06,3,24,16,47,18,2,69,5,25,13,122,34,60,0,945,1050,266,275,538,568,135,198,44
Memphis Depay,Barcelona,La Liga,Spain Primera Division,17,"1,388",9,2,6,0.58,0.13,0.39,8.8,5.7,3.1,0.57,0.20,0.37,51,2,4,10,115,26,114,175,8,1,146,9,1,11,535,715,341,384,126,177,48,111,60
Sergiño Dest,Barcelona,La Liga,Spain Primera Division,17,"1,347",0,3,0,0.00,0.20,0.00,1.5,1.5,2.7,0.10,0.18,0.10,51,16,23,10,51,28,125,65,34,17,219,20,14,3,754,862,410,437,302,341,36,60,60
Nicolás González,Barcelona,La Liga,Spain Primera Division,22,999,2,1,2,0.18,0.09,0.18,1.4,1.4,1.2,0.12,0.11,0.12,3,9,24,5,29,25,86,50,32,11,239,11,14,3,555,617,277,303,224,235,40,58,30
Óscar Mingueza,Barcelona,La Liga,Spain Primera Division,14,779,0,1,0,0.00,0.12,0.00,0.2,0.2,0.9,0.02,0.10,0.02,27,13,10,9,8,4,26,14,20,13,122,19,21,1,468,556,205,222,197,226,56,90,27
Abdessamad Ezzalzouli,Barcelona,La Liga,Spain Primera Division,10,580,1,0,1,0.16,0.00,0.16,1.3,1.3,0.6,0.20,0.09,0.20,21,11,10,3,60,29,59,50,15,5,101,6,0,1,138,189,105,122,21,34,7,15,9
Luuk de Jong,Barcelona,La Liga,Spain Primera Division,15,577,5,0,5,0.78,0.00,0.78,3.3,3.3,0.2,0.52,0.03,0.52,0,3,9,28,42,3,9,61,9,1,88,2,8,0,130,168,86,105,30,43,4,4,7
Pedri,Barcelona,La Liga,Spain Primera Division,7,513,1,1,1,0.18,0.18,0.18,0.6,0.6,0.9,0.11,0.15,0.11,3,5,6,4,12,8,32,25,7,3,103,13,4,4,273,327,107,119,110,128,45,63,33
Ousmane Dembélé,Barcelona,La Liga,Spain Primera Division,9,511,1,5,1,0.18,0.88,0.18,0.6,0.6,3.4,0.11,0.61,0.11,32,5,4,2,23,15,79,39,5,0,75,6,1,7,208,280,104,121,68,93,28,50,32
Philippe Coutinho,Barcelona,La Liga,Spain Primera Division,12,503,2,0,1,0.36,0.00,0.18,2.8,2.0,0.3,0.50,0.06,0.36,9,6,5,2,26,12,53,53,8,3,63,8,1,4,275,328,166,175,73,93,26,44,26
Ferrán Torres,Barcelona,La Liga,Spain Primera Division,5,426,0,2,0,0.00,0.42,0.00,1.3,1.3,0.8,0.27,0.17,0.27,3,2,1,5,25,5,16,42,3,1,47,3,1,2,146,172,89,99,42,47,8,12,12
Clément Lenglet,Barcelona,La Liga,Spain Primera Division,12,452,0,1,0,0.00,0.20,0.00,0.0,0.0,0.6,0.01,0.12,0.01,0,9,9,11,2,1,43,1,12,3,81,7,10,1,353,390,113,120,186,191,51,70,31
Sergi Roberto,Barcelona,La Liga,Spain Primera Division,9,400,2,1,2,0.45,0.23,0.45,1.6,1.6,0.3,0.36,0.08,0.36,7,2,6,2,8,5,19,12,10,2,41,3,4,1,241,268,124,132,93,100,20,29,15
Jutglà,Barcelona,La Liga,Spain Primera Division,6,301,1,0,1,0.30,0.00,0.30,1.6,1.6,0.4,0.47,0.13,0.47,4,2,2,4,16,2,14,29,3,1,45,3,1,1,98,121,61,67,24,31,10,12,5
Antoine Griezmann,Barcelona,La Liga,Spain Primera Division,3,263,0,0,0,0.00,0.00,0.00,0.4,0.4,0.0,0.12,0.00,0.12,0,6,6,4,8,3,10,20,9,2,67,5,5,1,85,99,38,44,27,30,17,18,10
Dani Alves,Barcelona,La Liga,Spain Primera Division,3,248,1,2,1,0.36,0.73,0.36,0.1,0.1,0.5,0.03,0.17,0.03,8,4,4,3,4,1,21,5,8,4,31,4,1,2,203,244,105,114,81,90,16,36,12
Adama Traoré,Barcelona,La Liga,Spain Primera Division,4,241,0,2,0,0.00,0.75,0.00,0.2,0.2,0.4,0.07,0.15,0.07,23,3,0,2,18,5,31,25,2,1,21,2,1,2,85,112,47,54,29,42,5,9,8
Martin Braithwaite,Barcelona,La Liga,Spain Primera Division,3,224,2,1,2,0.80,0.40,0.80,1.0,1.0,1.3,0.42,0.50,0.42,1,0,1,3,15,3,10,14,1,0,26,3,4,1,43,54,26,29,15,20,1,2,3
Ansu Fati,Barcelona,La Liga,Spain Primera Division,5,213,3,0,3,1.27,0.00,1.27,1.0,1.0,0.7,0.44,0.29,0.44,3,2,1,0,20,3,23,22,3,0,41,3,0,2,79,100,55,64,17,22,1,3,6
Pierre-Emerick Aubameyang,Barcelona,La Liga,Spain Primera Division,4,224,4,0,4,1.61,0.00,1.61,1.4,1.4,0.1,0.57,0.03,0.57,2,2,0,3,11,1,7,20,0,0,29,8,0,0,41,58,21,31,13,16,2,3,4
Yusuf Demir,Barcelona,La Liga,Spain Primera Division,6,192,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.01,0.03,1,0,1,1,9,5,12,18,2,0,39,5,1,0,77,85,52,55,19,22,2,4,2
Neto,Barcelona,La Liga,Spain Primera Division,2,180,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,97,16,16,24,26,38,55,0
Sergio Agüero,Barcelona,La Liga,Spain Primera Division,4,151,1,0,1,0.60,0.00,0.60,1.1,1.1,0.3,0.64,0.16,0.64,4,0,1,4,15,1,7,16,1,0,18,0,0,0,31,43,18,25,10,15,2,2,2
Ilias Akhomach,Barcelona,La Liga,Spain Primera Division,2,124,0,0,0,0.00,0.00,0.00,0.1,0.1,0.4,0.08,0.27,0.08,5,0,0,0,8,1,12,4,2,0,7,1,0,0,45,53,35,36,8,10,2,5,6
Riqui Puig,Barcelona,La Liga,Spain Primera Division,10,302,0,0,0,0.00,0.00,0.00,0.3,0.3,0.2,0.09,0.07,0.09,0,3,2,0,4,4,21,15,3,0,61,1,0,1,249,264,138,141,83,90,20,24,16
Alejandro Balde,Barcelona,La Liga,Spain Primera Division,4,99,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.05,0.00,2,0,2,0,3,1,8,6,3,0,23,2,0,0,61,65,31,31,25,27,3,4,5
Emerson,Barcelona,La Liga,Spain Primera Division,3,91,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,2,2,3,0,1,0,4,4,4,2,26,1,1,0,58,69,28,29,25,28,4,7,5
Samuel Umtiti,Barcelona,La Liga,Spain Primera Division,1,90,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,1,2,2,0,0,0,1,2,2,7,2,2,0,42,50,14,15,22,25,6,9,5
Alvaro Sanz,Barcelona,La Liga,Spain Primera Division,2,29,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.05,0.00,0,1,0,0,0,0,2,1,0,0,8,0,0,0,12,14,5,5,5,5,2,3,0
Estanis,Barcelona,La Liga,Spain Primera Division,1,11,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,1,1,0,0,0,0,0,1,1,6,0,0,0,0,1,0,1,0,0,0,0,0
Benjamin Lecomte,Atlético Madrid,La Liga,Spain Primera Division,0,"",0,0,0,"","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Pablo Barrios,Atlético Madrid,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Ibrahima Camara,Atlético Madrid,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Sergio Camello,Atlético Madrid,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Antonio Gomis,Atlético Madrid,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Ivo Grbić,Atlético Madrid,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Manu Lama,Atlético Madrid,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Nehuén Pérez,Atlético Madrid,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Joan Rojas,Atlético Madrid,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Ivan Šaponjić,Atlético Madrid,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Giuliano Simeone,Atlético Madrid,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Jan Oblak,Atlético Madrid,La Liga,Spain Primera Division,26,"2,340",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,1,1,1,0,0,0,0,1,0,1,0,441,711,64,65,179,182,196,462,0
Yannick Carrasco,Atlético Madrid,La Liga,Spain Primera Division,23,"1,772",3,5,3,0.15,0.25,0.15,2.8,2.8,3.9,0.14,0.20,0.14,55,28,16,7,108,51,151,124,22,15,221,14,11,8,667,862,382,441,213,267,46,100,59
Koke,Atlético Madrid,La Liga,Spain Primera Division,21,"1,763",0,1,0,0.00,0.05,0.00,0.9,0.9,0.9,0.05,0.05,0.05,13,16,22,12,18,12,88,25,35,14,321,28,24,5,1134,1294,508,539,486,537,115,176,98
Mario Hermoso,Atlético Madrid,La Liga,Spain Primera Division,23,"1,684",2,1,2,0.11,0.05,0.11,2.0,2.0,0.6,0.10,0.03,0.10,15,34,14,53,25,5,76,13,25,16,160,26,43,2,999,1160,400,428,424,469,166,238,78
Stefan Savić,Atlético Madrid,La Liga,Spain Primera Division,18,"1,540",0,0,0,0.00,0.00,0.00,1.3,1.3,0.1,0.08,0.00,0.08,2,21,10,46,18,5,57,4,31,15,147,21,71,0,737,885,216,250,361,392,152,222,55
Marcos Llorente,Atlético Madrid,La Liga,Spain Primera Division,18,"1,490",0,1,0,0.00,0.06,0.00,0.5,0.5,1.5,0.03,0.09,0.03,53,21,20,14,42,15,86,96,29,12,232,26,23,2,649,804,356,399,212,271,59,87,42
Luis Suárez,Atlético Madrid,La Liga,Spain Primera Division,25,"1,483",9,2,8,0.55,0.12,0.49,7.6,6.1,1.2,0.46,0.07,0.37,8,2,4,25,84,2,31,95,7,3,120,6,12,5,283,387,157,204,91,115,29,39,20
Ángel Correa,Atlético Madrid,La Liga,Spain Primera Division,26,"1,478",11,4,11,0.67,0.24,0.67,5.5,5.5,2.8,0.34,0.17,0.34,21,13,15,5,126,20,86,150,23,7,316,24,2,7,398,536,241,292,113,147,21,46,42
Rodrigo De Paul,Atlético Madrid,La Liga,Spain Primera Division,24,"1,419",0,1,0,0.00,0.06,0.00,0.6,0.6,2.3,0.04,0.14,0.04,22,24,17,5,11,14,113,36,34,14,329,22,15,3,744,937,292,329,282,312,151,253,101
José María Giménez,Atlético Madrid,La Liga,Spain Primera Division,16,"1,335",0,1,0,0.00,0.07,0.00,0.8,0.8,0.0,0.05,0.00,0.05,1,16,14,38,18,6,16,2,17,7,94,16,72,2,551,615,149,156,287,307,105,139,25
Thomas Lemar,Atlético Madrid,La Liga,Spain Primera Division,19,"1,255",3,5,3,0.22,0.36,0.22,2.7,2.7,3.1,0.19,0.22,0.19,43,17,15,11,46,27,113,64,24,6,248,19,7,11,582,726,293,330,196,236,76,125,70
Geoffrey Kondogbia,Atlético Madrid,La Liga,Spain Primera Division,19,"1,180",1,2,1,0.08,0.15,0.08,0.3,0.3,0.5,0.02,0.04,0.02,0,36,34,28,4,12,56,6,55,10,230,20,23,3,568,642,227,253,236,251,88,115,51
Kieran Trippier,Atlético Madrid,La Liga,Spain Primera Division,15,976,0,0,0,0.00,0.00,0.00,0.1,0.1,0.2,0.01,0.02,0.01,27,13,13,33,7,5,28,30,26,10,134,18,15,0,612,773,247,274,263,314,93,163,87
Antoine Griezmann,Atlético Madrid,La Liga,Spain Primera Division,14,904,3,1,3,0.30,0.10,0.30,2.4,2.4,1.7,0.24,0.17,0.24,8,10,6,17,54,7,37,91,11,3,191,12,9,6,306,386,175,202,92,116,27,43,23
Felipe,Atlético Madrid,La Liga,Spain Primera Division,16,"1,104",2,1,2,0.16,0.08,0.16,0.8,0.8,0.4,0.06,0.03,0.06,0,20,7,49,15,3,25,3,11,4,89,16,55,1,492,591,163,177,247,273,69,116,23
João Félix,Atlético Madrid,La Liga,Spain Primera Division,18,873,3,3,3,0.31,0.31,0.31,2.2,2.2,1.8,0.23,0.19,0.23,15,5,5,13,43,18,69,57,6,0,84,1,6,7,256,335,150,168,68,92,31,55,33
Renan Lodi,Atlético Madrid,La Liga,Spain Primera Division,19,711,2,1,2,0.25,0.13,0.25,0.7,0.7,1.0,0.08,0.13,0.08,27,14,8,15,27,10,45,36,20,11,98,19,10,1,320,404,152,174,133,158,25,54,16
Matheus Cunha,Atlético Madrid,La Liga,Spain Primera Division,20,652,5,2,5,0.69,0.28,0.69,3.6,3.6,1.4,0.50,0.20,0.50,6,3,14,17,47,4,19,47,20,3,147,10,6,2,85,124,44,58,29,39,5,10,9
Šime Vrsaljko,Atlético Madrid,La Liga,Spain Primera Division,13,568,1,1,1,0.16,0.16,0.16,0.8,0.8,0.4,0.13,0.07,0.13,20,9,14,32,8,2,35,7,22,9,91,18,21,1,274,380,149,172,87,123,31,68,25
Héctor Herrera,Atlético Madrid,La Liga,Spain Primera Division,15,520,0,0,0,0.00,0.00,0.00,0.4,0.4,0.4,0.08,0.07,0.08,7,10,13,20,7,7,59,10,21,5,138,12,16,2,384,437,171,185,145,157,57,77,35
Reinildo Mandava,Atlético Madrid,La Liga,Spain Primera Division,5,383,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.02,0.00,6,11,4,6,3,1,13,8,7,1,39,12,12,0,156,203,82,88,57,76,10,29,10
Saúl Ñíguez,Atlético Madrid,La Liga,Spain Primera Division,3,201,0,1,0,0.00,0.45,0.00,0.4,0.4,0.1,0.16,0.05,0.16,3,2,4,7,6,1,5,4,7,4,50,6,1,1,96,119,44,47,36,48,15,20,5
Daniel Wass,Atlético Madrid,La Liga,Spain Primera Division,1,45,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,1,0,0,0,0,1,1,1,1,8,0,3,0,22,27,14,15,8,10,0,1,1
Javier Serrano,Atlético Madrid,La Liga,Spain Primera Division,2,10,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,9,0,1,1,3,5,2,3,0,0,0,0,1
Carlos Martín,Atlético Madrid,La Liga,Spain Primera Division,1,6,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,1,0,0,1,0,0,1,0,0,0,2,0,1,0,1,2,1,1,0,1,0,0,0
Gaizka Ayesa,Real Sociedad,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Jonathan Gomez,Real Sociedad,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Urko González,Real Sociedad,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Jon Karrikaburu,Real Sociedad,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Unai Marrero,Real Sociedad,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Olasagasti,Real Sociedad,La Liga,Spain Primera Division,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Robin Le Normand,Real Sociedad,La Liga,Spain Primera Division,26,"2,340",0,1,0,0.00,0.04,0.00,0.9,0.9,0.1,0.03,0.00,0.03,0,39,15,103,24,3,65,3,26,10,202,36,128,2,1347,1496,341,377,746,793,247,308,67
Álex Remiro,Real Sociedad,La Liga,Spain Primera Division,23,"2,070",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,2,0,3,0,607,797,136,137,253,256,218,404,0
Mikel Merino,Real Sociedad,La Liga,Spain Primera Division,22,"1,908",3,2,3,0.14,0.09,0.14,2.9,2.9,2.5,0.14,0.12,0.14,15,27,34,76,60,14,51,53,49,11,359,40,45,9,890,1145,406,481,358,427,105,181,128
Aritz Elustondo,Real Sociedad,La Liga,Spain Primera Division,23,"1,747",4,1,4,0.21,0.05,0.21,1.9,1.9,0.2,0.10,0.01,0.10,3,37,11,62,15,7,60,7,21,5,141,25,81,1,823,967,232,264,425,478,156,207,62
Mikel Oyarzabal,Real Sociedad,La Liga,Spain Primera Division,20,"1,553",8,2,5,0.46,0.12,0.29,8.4,5.3,3.1,0.49,0.18,0.31,44,15,12,29,79,21,89,117,21,3,251,20,14,4,417,615,199,240,159,204,48,123,37
Andoni Gorosabel,Real Sociedad,La Liga,Spain Primera Division,20,"1,541",0,1,0,0.00,0.06,0.00,0.1,0.1,1.4,0.00,0.08,0.00,25,13,19,25,15,15,81,37,30,14,206,24,40,1,809,973,442,474,300,361,55,108,59
