player,team,league_name_fbref,league_name_sofifa,games,minutes,goals,assists,goals_pens,goals_per90,assists_per90,goals_pens_per90,xg,npxg,xa,xg_per90,xa_per90,npxg_per90,crosses,interceptions,tackles_won,aerials_won,touches_att_pen_area,dribbles_completed,progressive_carries,progressive_passes_received,tackles,dribble_tackles,pressures,blocks,clearances,gca,passes_completed,passes,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,progressive_passes
Ricard,Lugo,Segunda División,Spanish Segunda División,19,"1,372",0,3,0,0.00,0.20,0.00,,,,,,,76,23,16,,,,,,,,,,,,,,,,,,,,
José Ángel Carrillo,Lugo,Segunda División,Spanish Segunda División,22,"1,254",7,1,6,0.50,0.07,0.43,,,,,,,0,3,1,,,,,,,,,,,,,,,,,,,,
Jaume Cuéllar,Lugo,Segunda División,Spanish Segunda División,22,"1,093",2,3,2,0.16,0.25,0.16,,,,,,,46,10,11,,,,,,,,,,,,,,,,,,,,
Manu Barreiro,Lugo,Segunda División,Spanish Segunda División,27,"1,086",6,0,5,0.50,0.00,0.41,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,
Francisco Barbosa,Lugo,Segunda División,Spanish Segunda División,12,"1,080",0,0,0,0.00,0.00,0.00,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,
Juanpe Lele,Lugo,Segunda División,Spanish Segunda División,16,911,1,1,1,0.10,0.10,0.10,,,,,,,5,15,15,,,,,,,,,,,,,,,,,,,,
Roberto Canella,Lugo,Segunda División,Spanish Segunda División,17,788,0,0,0,0.00,0.00,0.00,,,,,,,12,8,11,,,,,,,,,,,,,,,,,,,,
Carlos Pita,Lugo,Segunda División,Spanish Segunda División,20,878,1,1,1,0.10,0.10,0.10,,,,,,,4,24,5,,,,,,,,,,,,,,,,,,,,
Fernando Seoane,Lugo,Segunda División,Spanish Segunda División,17,553,0,1,0,0.00,0.16,0.00,,,,,,,5,7,15,,,,,,,,,,,,,,,,,,,,
Joselu,Lugo,Segunda División,Spanish Segunda División,10,391,2,0,1,0.46,0.00,0.23,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,
Sebas Moyano,Lugo,Segunda División,Spanish Segunda División,6,191,2,0,2,0.94,0.00,0.94,,,,,,,17,2,3,,,,,,,,,,,,,,,,,,,,
Álex Pérez,Lugo,Segunda División,Spanish Segunda División,3,89,0,0,0,0.00,0.00,0.00,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,
Iriome González,Lugo,Segunda División,Spanish Segunda División,10,168,0,0,0,0.00,0.00,0.00,,,,,,,9,0,3,,,,,,,,,,,,,,,,,,,,
Pablo Clavería,Lugo,Segunda División,Spanish Segunda División,4,149,0,0,0,0.00,0.00,0.00,,,,,,,0,3,1,,,,,,,,,,,,,,,,,,,,
David Mayoral,Lugo,Segunda División,Spanish Segunda División,4,148,0,0,0,0.00,0.00,0.00,,,,,,,0,2,3,,,,,,,,,,,,,,,,,,,,
Alberto,Lugo,Segunda División,Spanish Segunda División,3,124,0,0,0,0.00,0.00,0.00,,,,,,,0,3,3,,,,,,,,,,,,,,,,,,,,
Gustavo Abizanda,Huesca,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Anglada,Huesca,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto Barba,Huesca,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerard Barri,Huesca,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Fuentes,Huesca,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Martins,Huesca,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Omoruyi,Huesca,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Román,Huesca,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrés Fernández,Huesca,Segunda División,Spanish Segunda División,28,"2,520",0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Marc Mateu,Huesca,Segunda División,Spanish Segunda División,28,"2,312",3,5,3,0.12,0.19,0.12,,,,,,,242,15,14,,,,,,,,,,,,,,,,,,,,
Jaime Seoane,Huesca,Segunda División,Spanish Segunda División,27,"2,258",11,3,10,0.44,0.12,0.40,,,,,,,29,17,24,,,,,,,,,,,,,,,,,,,,
Florian Miguel,Huesca,Segunda División,Spanish Segunda División,28,"1,965",1,1,1,0.05,0.05,0.05,,,,,,,34,37,19,,,,,,,,,,,,,,,,,,,,
Jorge Pulido,Huesca,Segunda División,Spanish Segunda División,21,"1,849",0,2,0,0.00,0.10,0.00,,,,,,,7,19,13,,,,,,,,,,,,,,,,,,,,
Ignasi Miquel,Huesca,Segunda División,Spanish Segunda División,21,"1,795",2,0,2,0.10,0.00,0.10,,,,,,,4,34,11,,,,,,,,,,,,,,,,,,,,
Dani Escriche,Huesca,Segunda División,Spanish Segunda División,25,"1,605",5,3,5,0.28,0.17,0.28,,,,,,,11,4,12,,,,,,,,,,,,,,,,,,,,
Cristian Salvador,Huesca,Segunda División,Spanish Segunda División,20,"1,401",1,0,1,0.06,0.00,0.06,,,,,,,1,30,20,,,,,,,,,,,,,,,,,,,,
Andrei Ratiu,Huesca,Segunda División,Spanish Segunda División,24,"1,535",0,2,0,0.00,0.12,0.00,,,,,,,53,26,31,,,,,,,,,,,,,,,,,,,,
Joaquín Muñoz,Huesca,Segunda División,Spanish Segunda División,18,"1,119",3,1,3,0.24,0.08,0.24,,,,,,,41,11,12,,,,,,,,,,,,,,,,,,,,
Pedro Mosquera,Huesca,Segunda División,Spanish Segunda División,21,"1,199",0,0,0,0.00,0.00,0.00,,,,,,,6,21,16,,,,,,,,,,,,,,,,,,,,
Kelechi Nwakali,Huesca,Segunda División,Spanish Segunda División,19,"1,059",0,0,0,0.00,0.00,0.00,,,,,,,24,13,6,,,,,,,,,,,,,,,,,,,,
Mikel Rico,Huesca,Segunda División,Spanish Segunda División,20,"1,192",0,1,0,0.00,0.08,0.00,,,,,,,7,4,7,,,,,,,,,,,,,,,,,,,,
David Ferreiro,Huesca,Segunda División,Spanish Segunda División,19,"1,041",0,0,0,0.00,0.00,0.00,,,,,,,67,9,8,,,,,,,,,,,,,,,,,,,,
Julio Buffarini,Huesca,Segunda División,Spanish Segunda División,17,"1,014",0,0,0,0.00,0.00,0.00,,,,,,,36,15,17,,,,,,,,,,,,,,,,,,,,
Isidro Pitta,Huesca,Segunda División,Spanish Segunda División,14,748,2,0,2,0.24,0.00,0.24,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,
Adolfo Gaich,Huesca,Segunda División,Spanish Segunda División,21,738,1,2,1,0.12,0.24,0.12,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,
Pablo Insua,Huesca,Segunda División,Spanish Segunda División,8,675,0,2,0,0.00,0.27,0.00,,,,,,,2,8,8,,,,,,,,,,,,,,,,,,,,
Juan Carlos,Huesca,Segunda División,Spanish Segunda División,16,623,0,0,0,0.00,0.00,0.00,,,,,,,7,8,8,,,,,,,,,,,,,,,,,,,,
Pablo Martínez,Huesca,Segunda División,Spanish Segunda División,6,467,1,0,1,0.19,0.00,0.19,,,,,,,6,6,3,,,,,,,,,,,,,,,,,,,,
David Timor,Huesca,Segunda División,Spanish Segunda División,6,444,0,0,0,0.00,0.00,0.00,,,,,,,0,5,1,,,,,,,,,,,,,,,,,,,,
Darío Poveda,Huesca,Segunda División,Spanish Segunda División,5,328,2,0,1,0.55,0.00,0.27,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,
Gerard Valentín,Huesca,Segunda División,Spanish Segunda División,3,212,1,1,1,0.42,0.42,0.42,,,,,,,7,0,1,,,,,,,,,,,,,,,,,,,,
Enzo Lombardo,Huesca,Segunda División,Spanish Segunda División,13,269,0,1,0,0.00,0.33,0.00,,,,,,,5,0,1,,,,,,,,,,,,,,,,,,,,
Lago Junior,Huesca,Segunda División,Spanish Segunda División,5,134,0,0,0,0.00,0.00,0.00,,,,,,,6,0,1,,,,,,,,,,,,,,,,,,,,
Álvaro Fernández,Huesca,Segunda División,Spanish Segunda División,1,90,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Manuel Rico,Huesca,Segunda División,Spanish Segunda División,3,67,0,0,0,0.00,0.00,0.00,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,
Pablo Tomeo,Huesca,Segunda División,Spanish Segunda División,1,1,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Carlos Calavia Larroya,Zaragoza,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Carbonell Artajona,Zaragoza,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javier Hernández Tarroc,Zaragoza,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Labrador,Zaragoza,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Lasure,Zaragoza,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luismi Luengo,Zaragoza,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Navarro,Zaragoza,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javier Ros,Zaragoza,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raúl Rubio,Zaragoza,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Sanz Campos,Zaragoza,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Vaquero,Zaragoza,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jair Amador,Zaragoza,Segunda División,Spanish Segunda División,29,"2,603",0,3,0,0.00,0.10,0.00,,,,,,,0,28,16,,,,,,,,,,,,,,,,,,,,
Cristian Álvarez,Zaragoza,Segunda División,Spanish Segunda División,27,"2,430",0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Pep Chavarría,Zaragoza,Segunda División,Spanish Segunda División,24,"2,066",0,0,0,0.00,0.00,0.00,,,,,,,109,29,24,,,,,,,,,,,,,,,,,,,,
Fran Gámez,Zaragoza,Segunda División,Spanish Segunda División,25,"2,011",0,2,0,0.00,0.09,0.00,,,,,,,83,19,44,,,,,,,,,,,,,,,,,,,,
Alejandro Francés,Zaragoza,Segunda División,Spanish Segunda División,22,"1,978",1,1,1,0.05,0.05,0.05,,,,,,,29,41,14,,,,,,,,,,,,,,,,,,,,
Francho Serrano Gracia,Zaragoza,Segunda División,Spanish Segunda División,23,"1,823",1,1,1,0.05,0.05,0.05,,,,,,,34,17,10,,,,,,,,,,,,,,,,,,,,
Sergio Bermejo,Zaragoza,Segunda División,Spanish Segunda División,24,"1,391",1,1,1,0.06,0.06,0.06,,,,,,,51,11,21,,,,,,,,,,,,,,,,,,,,
Juanjo Narváez,Zaragoza,Segunda División,Spanish Segunda División,25,"1,760",2,1,2,0.10,0.05,0.10,,,,,,,37,11,6,,,,,,,,,,,,,,,,,,,,
Álvaro Giménez,Zaragoza,Segunda División,Spanish Segunda División,25,"1,578",5,0,5,0.29,0.00,0.29,,,,,,,2,1,3,,,,,,,,,,,,,,,,,,,,
Íñigo Eguaras,Zaragoza,Segunda División,Spanish Segunda División,19,"1,340",1,1,1,0.07,0.07,0.07,,,,,,,8,18,22,,,,,,,,,,,,,,,,,,,,
Lluis López,Zaragoza,Segunda División,Spanish Segunda División,20,"1,352",0,0,0,0.00,0.00,0.00,,,,,,,0,16,11,,,,,,,,,,,,,,,,,,,,
Radosav Petrović,Zaragoza,Segunda División,Spanish Segunda División,20,"1,144",1,0,1,0.08,0.00,0.08,,,,,,,2,15,15,,,,,,,,,,,,,,,,,,,,
Alberto Zapater,Zaragoza,Segunda División,Spanish Segunda División,21,"1,032",0,2,0,0.00,0.17,0.00,,,,,,,70,11,19,,,,,,,,,,,,,,,,,,,,
Nano,Zaragoza,Segunda División,Spanish Segunda División,19,975,2,0,2,0.18,0.00,0.18,,,,,,,21,7,18,,,,,,,,,,,,,,,,,,,,
Borja Sainz,Zaragoza,Segunda División,Spanish Segunda División,25,"1,142",2,0,1,0.16,0.00,0.08,,,,,,,52,9,14,,,,,,,,,,,,,,,,,,,,
Ivan Monzón,Zaragoza,Segunda División,Spanish Segunda División,24,832,2,0,2,0.22,0.00,0.22,,,,,,,6,1,0,,,,,,,,,,,,,,,,,,,,
James Igbekeme,Zaragoza,Segunda División,Spanish Segunda División,12,564,0,0,0,0.00,0.00,0.00,,,,,,,8,5,7,,,,,,,,,,,,,,,,,,,,
Valentín Vada,Zaragoza,Segunda División,Spanish Segunda División,18,786,4,1,2,0.46,0.11,0.23,,,,,,,40,6,8,,,,,,,,,,,,,,,,,,,,
Carlos Nieto,Zaragoza,Segunda División,Spanish Segunda División,10,417,0,0,0,0.00,0.00,0.00,,,,,,,25,4,8,,,,,,,,,,,,,,,,,,,,
Eugeni Valderrama,Zaragoza,Segunda División,Spanish Segunda División,4,282,1,0,0,0.32,0.00,0.00,,,,,,,30,1,3,,,,,,,,,,,,,,,,,,,,
Sabin Merino,Zaragoza,Segunda División,Spanish Segunda División,3,196,0,0,0,0.00,0.00,0.00,,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,
Adrián González,Zaragoza,Segunda División,Spanish Segunda División,17,269,0,0,0,0.00,0.00,0.00,,,,,,,5,2,2,,,,,,,,,,,,,,,,,,,,
Jaume Grau,Zaragoza,Segunda División,Spanish Segunda División,6,250,2,0,2,0.72,0.00,0.72,,,,,,,1,3,5,,,,,,,,,,,,,,,,,,,,
Álvaro Ratón,Zaragoza,Segunda División,Spanish Segunda División,2,180,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Enrique Clemente,Zaragoza,Segunda División,Spanish Segunda División,2,86,0,0,0,0.00,0.00,0.00,,,,,,,2,0,1,,,,,,,,,,,,,,,,,,,,
César Yanis,Zaragoza,Segunda División,Spanish Segunda División,2,66,0,0,0,0.00,0.00,0.00,,,,,,,0,3,0,,,,,,,,,,,,,,,,,,,,
Miguel Puche García,Zaragoza,Segunda División,Spanish Segunda División,4,54,0,1,0,0.00,1.67,0.00,,,,,,,3,0,0,,,,,,,,,,,,,,,,,,,,
Angel López Ramón,Zaragoza,Segunda División,Spanish Segunda División,1,23,0,0,0,0.00,0.00,0.00,,,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,
Enol Coto,Sporting Gijón,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iván Cuéllar,Sporting Gijón,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Fernández,Sporting Gijón,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javier Izquierdo,Sporting Gijón,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Jiménez,Sporting Gijón,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nacho Martin,Sporting Gijón,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordi Pola,Sporting Gijón,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dani Queipo,Sporting Gijón,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Sánchez,Sporting Gijón,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somolinos,Sporting Gijón,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcos Trabanco,Sporting Gijón,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álvaro Vázquez,Sporting Gijón,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Mariño,Sporting Gijón,Segunda División,Spanish Segunda División,29,"2,610",0,0,0,0.00,0.00,0.00,,,,,,,0,1,2,,,,,,,,,,,,,,,,,,,,
Fran Villalba,Sporting Gijón,Segunda División,Spanish Segunda División,28,"2,339",4,5,4,0.15,0.19,0.15,,,,,,,77,10,9,,,,,,,,,,,,,,,,,,,,
Pedro Díaz,Sporting Gijón,Segunda División,Spanish Segunda División,29,"2,136",2,1,2,0.08,0.04,0.08,,,,,,,33,20,24,,,,,,,,,,,,,,,,,,,,
Aitor García,Sporting Gijón,Segunda División,Spanish Segunda División,27,"1,808",6,3,6,0.30,0.15,0.30,,,,,,,47,28,19,,,,,,,,,,,,,,,,,,,,
Jean-Sylvain Babin,Sporting Gijón,Segunda División,Spanish Segunda División,24,"2,160",1,0,1,0.04,0.00,0.04,,,,,,,1,5,4,,,,,,,,,,,,,,,,,,,,
Uroš Đurđević,Sporting Gijón,Segunda División,Spanish Segunda División,25,"2,146",9,3,7,0.38,0.13,0.29,,,,,,,9,5,2,,,,,,,,,,,,,,,,,,,,
José Gragera,Sporting Gijón,Segunda División,Spanish Segunda División,24,"1,809",0,1,0,0.00,0.05,0.00,,,,,,,0,43,27,,,,,,,,,,,,,,,,,,,,
Vasyl Kravets,Sporting Gijón,Segunda División,Spanish Segunda División,25,"1,849",1,2,1,0.05,0.10,0.05,,,,,,,128,25,19,,,,,,,,,,,,,,,,,,,,
Marc Valiente,Sporting Gijón,Segunda División,Spanish Segunda División,16,"1,413",1,1,1,0.06,0.06,0.06,,,,,,,0,13,8,,,,,,,,,,,,,,,,,,,,
Gaspar Campos,Sporting Gijón,Segunda División,Spanish Segunda División,25,"1,250",2,3,2,0.14,0.22,0.14,,,,,,,16,6,5,,,,,,,,,,,,,,,,,,,,
Guillermo Rosas,Sporting Gijón,Segunda División,Spanish Segunda División,14,"1,142",0,1,0,0.00,0.08,0.00,,,,,,,28,7,25,,,,,,,,,,,,,,,,,,,,
Juan Berrocal González,Sporting Gijón,Segunda División,Spanish Segunda División,18,"1,200",0,0,0,0.00,0.00,0.00,,,,,,,0,13,6,,,,,,,,,,,,,,,,,,,,
José Luis Rodríguez,Sporting Gijón,Segunda División,Spanish Segunda División,23,"1,294",2,0,2,0.14,0.00,0.14,,,,,,,60,8,17,,,,,,,,,,,,,,,,,,,,
Bogdan Milovanov,Sporting Gijón,Segunda División,Spanish Segunda División,18,"1,267",1,0,1,0.07,0.00,0.07,,,,,,,34,11,30,,,,,,,,,,,,,,,,,,,,
Nacho Méndez,Sporting Gijón,Segunda División,Spanish Segunda División,25,"1,037",1,0,1,0.09,0.00,0.09,,,,,,,9,12,12,,,,,,,,,,,,,,,,,,,,
Pablo García,Sporting Gijón,Segunda División,Spanish Segunda División,13,765,0,1,0,0.00,0.12,0.00,,,,,,,36,8,20,,,,,,,,,,,,,,,,,,,,
Cristian Rivera,Sporting Gijón,Segunda División,Spanish Segunda División,10,582,1,0,1,0.15,0.00,0.15,,,,,,,2,16,10,,,,,,,,,,,,,,,,,,,,
Berto,Sporting Gijón,Segunda División,Spanish Segunda División,13,485,0,0,0,0.00,0.00,0.00,,,,,,,4,2,9,,,,,,,,,,,,,,,,,,,,
Borja López,Sporting Gijón,Segunda División,Spanish Segunda División,6,408,0,0,0,0.00,0.00,0.00,,,,,,,2,3,3,,,,,,,,,,,,,,,,,,,,
Víctor Campuzano,Sporting Gijón,Segunda División,Spanish Segunda División,12,371,0,0,0,0.00,0.00,0.00,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,
Jordi Calavera,Sporting Gijón,Segunda División,Spanish Segunda División,3,201,0,0,0,0.00,0.00,0.00,,,,,,,9,1,1,,,,,,,,,,,,,,,,,,,,
Jony,Sporting Gijón,Segunda División,Spanish Segunda División,4,193,0,0,0,0.00,0.00,0.00,,,,,,,25,2,0,,,,,,,,,,,,,,,,,,,,
Eric Ramírez,Sporting Gijón,Segunda División,Spanish Segunda División,4,103,0,0,0,0.00,0.00,0.00,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,
Pablo Pérez,Sporting Gijón,Segunda División,Spanish Segunda División,10,74,0,0,0,0.00,0.00,0.00,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,
César García,Sporting Gijón,Segunda División,Spanish Segunda División,3,34,0,0,0,0.00,0.00,0.00,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,
Álvaro Santamaría,Sporting Gijón,Segunda División,Spanish Segunda División,1,14,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Alex Oyon,Sporting Gijón,Segunda División,Spanish Segunda División,1,7,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Óscar González Granado,CD Mirandés,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramón,CD Mirandés,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warren Tchimbembé,CD Mirandés,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raúl Lizoain,CD Mirandés,Segunda División,Spanish Segunda División,29,"2,610",0,0,0,0.00,0.00,0.00,,,,,,,0,1,2,,,,,,,,,,,,,,,,,,,,
Anderson Arroyo,CD Mirandés,Segunda División,Spanish Segunda División,28,"2,270",0,0,0,0.00,0.00,0.00,,,,,,,0,47,25,,,,,,,,,,,,,,,,,,,,
Sergio Carreira,CD Mirandés,Segunda División,Spanish Segunda División,26,"2,073",1,1,1,0.04,0.04,0.04,,,,,,,86,17,10,,,,,,,,,,,,,,,,,,,,
Oriol Rey,CD Mirandés,Segunda División,Spanish Segunda División,27,"1,926",0,0,0,0.00,0.00,0.00,,,,,,,15,9,21,,,,,,,,,,,,,,,,,,,,
Víctor Meseguer,CD Mirandés,Segunda División,Spanish Segunda División,26,"2,094",0,2,0,0.00,0.09,0.00,,,,,,,10,29,24,,,,,,,,,,,,,,,,,,,,
Sergio Camello,CD Mirandés,Segunda División,Spanish Segunda División,24,"1,849",10,2,10,0.49,0.10,0.49,,,,,,,8,7,2,,,,,,,,,,,,,,,,,,,,
Imanol,CD Mirandés,Segunda División,Spanish Segunda División,21,"1,843",2,1,2,0.10,0.05,0.10,,,,,,,112,16,17,,,,,,,,,,,,,,,,,,,,
Odei Onaindia,CD Mirandés,Segunda División,Spanish Segunda División,20,"1,719",0,0,0,0.00,0.00,0.00,,,,,,,1,29,16,,,,,,,,,,,,,,,,,,,,
Iñigo Vicente,CD Mirandés,Segunda División,Spanish Segunda División,24,"1,431",5,3,3,0.31,0.19,0.19,,,,,,,54,11,20,,,,,,,,,,,,,,,,,,,,
Brugui,CD Mirandés,Segunda División,Spanish Segunda División,28,"1,399",7,1,7,0.45,0.06,0.45,,,,,,,10,8,8,,,,,,,,,,,,,,,,,,,,
Riccardo Capellini,CD Mirandés,Segunda División,Spanish Segunda División,17,"1,393",0,0,0,0.00,0.00,0.00,,,,,,,0,15,17,,,,,,,,,,,,,,,,,,,,
Alejandro López,CD Mirandés,Segunda División,Spanish Segunda División,24,"1,288",1,1,1,0.07,0.07,0.07,,,,,,,17,6,11,,,,,,,,,,,,,,,,,,,,
Haissem Hassan,CD Mirandés,Segunda División,Spanish Segunda División,23,"1,087",2,3,2,0.17,0.25,0.17,,,,,,,65,3,12,,,,,,,,,,,,,,,,,,,,
Rodrigo Riquelme,CD Mirandés,Segunda División,Spanish Segunda División,23,"1,091",2,7,2,0.16,0.58,0.16,,,,,,,71,4,10,,,,,,,,,,,,,,,,,,,,
Simón Moreno,CD Mirandés,Segunda División,Spanish Segunda División,13,816,4,1,4,0.44,0.11,0.44,,,,,,,5,5,6,,,,,,,,,,,,,,,,,,,,
Bojan Letić,CD Mirandés,Segunda División,Spanish Segunda División,9,590,0,0,0,0.00,0.00,0.00,,,,,,,28,5,5,,,,,,,,,,,,,,,,,,,,
Gelabert,CD Mirandés,Segunda División,Spanish Segunda División,16,593,0,1,0,0.00,0.15,0.00,,,,,,,6,4,4,,,,,,,,,,,,,,,,,,,,
Iago López,CD Mirandés,Segunda División,Spanish Segunda División,18,778,0,1,0,0.00,0.12,0.00,,,,,,,18,12,6,,,,,,,,,,,,,,,,,,,,
Alejandro Marqués,CD Mirandés,Segunda División,Spanish Segunda División,19,579,3,0,3,0.47,0.00,0.47,,,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,
Remen,CD Mirandés,Segunda División,Spanish Segunda División,12,463,0,0,0,0.00,0.00,0.00,,,,,,,2,2,3,,,,,,,,,,,,,,,,,,,,
Jorge Sáenz,CD Mirandés,Segunda División,Spanish Segunda División,4,345,0,0,0,0.00,0.00,0.00,,,,,,,0,11,5,,,,,,,,,,,,,,,,,,,,
Martín,CD Mirandés,Segunda División,Spanish Segunda División,2,86,0,0,0,0.00,0.00,0.00,,,,,,,4,1,0,,,,,,,,,,,,,,,,,,,,
Niko Datković,CD Mirandés,Segunda División,Spanish Segunda División,1,68,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Victor Sanchis,CD Mirandés,Segunda División,Spanish Segunda División,1,45,0,0,0,0.00,0.00,0.00,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,
Jon Ander Garrido,CD Mirandés,Segunda División,Spanish Segunda División,3,85,0,0,0,0.00,0.00,0.00,,,,,,,0,2,2,,,,,,,,,,,,,,,,,,,,
Marcos Olguín,CD Mirandés,Segunda División,Spanish Segunda División,2,19,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Jorge Aguirre,CD Mirandés,Segunda División,Spanish Segunda División,2,10,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Erik Rafael,CD Mirandés,Segunda División,Spanish Segunda División,1,2,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Alejandro Benítez Palomero,Málaga,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moussa Diarra,Málaga,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Larrubia,Málaga,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Martínez,Málaga,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
