name,games,minutes,goals,assists,goals_pens,goals_per90,assists_per90,goals_pens_per90,xg,npxg,xa,xg_per90,xa_per90,npxg_per90,passes_completed,passes,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,progressive_passes,gca,tackles,dribble_tackles,pressures,blocks,interceptions,clearances,touches_att_pen_area,dribbles_completed,progressive_carries,progressive_passes_received,crosses,tackles_won,aerials_won
Ross Barkley,2,129,0,0,0,0.00,0.00,0.00,0.5,0.5,0.1,0.33,0.07,0.33,40,53,23,27,9,14,6,9,1,0,0,0,12,3,0,1,7,6,2,13,3,0,1
Jeremie Boga,31,"2,090",2,3,2,0.09,0.13,0.09,0.0,0.0,0.0,0.00,0.00,0.00,4,4,4,4,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,1,51,16,0
Charly Musonda Jr.,4,214,0,0,0,0.00,0.00,0.00,0.2,0.2,0.5,0.46,1.22,0.46,15,17,10,10,2,4,3,3,1,1,0,0,15,0,"",1,1,2,4,3,"","",1
Callum Hudson-Odoi,2,29,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.15,0.00,0.15,13,16,3,3,8,9,1,2,2,0,0,0,4,0,0,0,2,2,8,3,1,0,0
Ethan Ampadu,1,11,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,19,19,2,2,14,14,3,3,2,0,1,0,0,0,0,2,0,0,1,0,0,0,1
Eduardo Carvalho,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Trevoh Chalobah,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Kenedy,13,"1,023",2,2,2,0.18,0.18,0.18,2.2,2.2,1.8,0.20,0.16,0.20,295,408,172,207,88,120,30,58,25,3,32,10,219,19,19,10,24,20,61,42,14,17,8
Kyle Scott,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Dujon Sterling,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Fikayo Tomori,25,"2,063",0,2,0,0.00,0.09,0.00,"","","","","","",,,,,,,,,,,,,,,31,,,,,,44,43,
Granit Xhaka,38,"3,260",1,7,1,0.03,0.19,0.03,2.2,2.2,4.0,0.06,0.11,0.06,2727,3187,977,1068,1233,1371,464,656,323,16,78,29,555,45,33,80,31,21,264,93,22,53,54
Héctor Bellerín,35,"3,051",2,3,2,0.06,0.09,0.06,2.6,2.6,3.6,0.08,0.11,0.08,1834,2184,967,1076,733,843,97,162,141,7,63,24,382,64,34,78,110,32,208,156,69,42,46
Petr Čech,34,"3,039",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,741,1038,65,68,361,361,315,608,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0
Nacho Monreal,28,"2,243",5,2,5,0.20,0.08,0.20,2.1,2.1,1.5,0.08,0.06,0.08,1608,1798,672,724,765,822,153,205,105,2,51,27,341,37,65,116,41,6,128,33,22,23,71
Alexandre Lacazette,32,"2,202",14,4,12,0.57,0.16,0.49,12.7,11.2,4.1,0.52,0.17,0.46,548,714,346,416,142,192,23,43,45,11,30,3,491,21,10,5,193,36,65,289,25,23,26
Shkodran Mustafi,27,"2,273",3,1,3,0.12,0.04,0.12,0.9,0.9,0.4,0.04,0.02,0.04,1500,1738,341,372,882,962,271,379,72,3,70,31,278,37,55,200,24,3,96,12,10,40,139
Laurent Koscielny,25,"2,225",2,0,2,0.08,0.00,0.08,1.9,1.9,0.5,0.08,0.02,0.08,1538,1711,421,456,763,820,346,416,113,0,42,20,233,42,56,172,20,2,103,9,6,30,96
Sead Kolašinac,27,"2,147",2,4,2,0.08,0.17,0.08,2.3,2.3,3.4,0.10,0.14,0.10,1217,1508,614,710,488,584,78,138,110,6,62,28,342,22,24,54,92,15,134,97,37,40,55
Mesut Özil,26,"2,163",4,8,4,0.17,0.33,0.17,4.2,4.2,7.4,0.17,0.31,0.17,1617,1944,787,876,622,709,168,270,244,12,24,6,283,12,14,3,98,38,330,235,42,17,0
Alex Iwobi,26,"1,830",3,5,3,0.15,0.25,0.15,3.6,3.6,3.6,0.18,0.18,0.18,1000,1161,505,549,382,445,86,114,116,13,26,8,318,18,12,8,87,31,195,136,29,21,7
Aaron Ramsey,24,"1,846",7,8,7,0.34,0.39,0.34,6.2,6.2,4.8,0.30,0.23,0.30,1051,1252,482,544,428,490,112,158,120,13,34,11,404,19,25,11,109,28,162,201,13,25,14
Danny Welbeck,28,"1,194",5,2,5,0.38,0.15,0.38,5.2,5.2,1.4,0.39,0.10,0.39,312,387,203,238,88,108,10,18,15,4,24,7,224,26,12,14,78,21,75,106,4,10,25
Jack Wilshere,20,"1,193",1,3,1,0.08,0.23,0.08,1.1,1.1,2.6,0.08,0.20,0.08,703,812,342,375,281,308,59,99,76,5,18,7,223,9,14,6,28,32,138,56,2,16,13
Pierre-Emerick Aubameyang,16,"1,416",13,3,10,0.83,0.19,0.64,15.1,12.1,1.9,0.96,0.12,0.77,240,339,146,193,74,103,12,25,17,10,4,1,299,20,1,0,104,5,46,163,19,2,11
Mohamed Elneny,13,867,0,1,0,0.00,0.10,0.00,0.4,0.4,1.0,0.05,0.11,0.05,773,835,355,377,326,343,81,97,59,1,13,5,150,13,11,13,14,3,69,29,3,6,10
Calum Chambers,12,866,0,0,0,0.00,0.00,0.00,1.0,1.0,0.1,0.10,0.01,0.10,526,623,182,202,253,286,84,120,40,1,18,7,89,25,24,44,12,6,40,4,3,11,38
Rob Holding,12,822,0,0,0,0.00,0.00,0.00,0.3,0.3,0.1,0.03,0.01,0.03,522,600,149,167,269,290,93,125,28,0,17,6,102,22,22,48,3,3,37,0,0,11,29
Ainsley Maitland-Niles,15,914,0,0,0,0.00,0.00,0.00,0.3,0.3,0.9,0.03,0.09,0.03,536,632,273,298,197,228,50,73,36,0,38,22,214,27,21,22,23,18,52,19,16,21,6
David Ospina,5,381,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,106,143,13,13,51,52,42,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Per Mertesacker,6,366,1,0,1,0.25,0.00,0.25,0.2,0.2,0.0,0.05,0.00,0.05,228,249,57,63,120,129,48,54,4,0,2,0,24,8,5,24,6,0,2,2,0,2,28
Konstantinos Mavropanos,3,195,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,93,104,38,39,38,41,16,21,3,0,4,1,9,4,5,8,1,0,9,0,0,2,6
Reiss Nelson,3,145,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.07,0.03,0.07,76,83,42,44,30,32,2,4,7,0,4,1,38,3,5,0,5,2,9,10,1,3,1
Francis Coquelin,9,657,1,0,1,0.14,0.00,0.14,0.4,0.4,0.1,0.05,0.01,0.05,258,314,116,135,109,128,31,46,31,0,14,6,144,6,11,15,9,12,22,23,4,9,13
Joe Willock,2,82,0,0,0,0.00,0.00,0.00,0.3,0.3,0.0,0.35,0.00,0.35,29,33,12,14,13,13,2,4,2,0,2,0,24,6,2,1,1,0,2,6,0,1,0
Theo Walcott,14,"1,152",3,3,3,0.23,0.23,0.23,3.1,3.1,1.7,0.24,0.13,0.24,241,342,130,155,82,122,15,38,27,5,26,10,236,12,14,10,57,23,55,80,40,12,8
Eddie Nketiah,3,20,0,1,0,0.00,4.50,0.00,0.1,0.1,0.0,0.24,0.00,0.24,6,7,5,6,1,1,0,0,0,0,1,0,9,1,0,0,1,0,0,1,0,1,1
Mathieu Debuchy,15,"1,314",4,1,4,0.27,0.07,0.27,3.2,3.2,2.0,0.22,0.13,0.22,575,781,257,311,252,319,51,114,52,3,27,12,141,45,34,46,45,5,57,49,38,11,25
Matt Macey,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Jordi Osei-Tutu,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Jack Cork,38,"3,420",2,1,2,0.05,0.03,0.05,2.1,2.1,0.9,0.05,0.02,0.05,1270,1584,535,616,535,634,175,269,123,5,56,19,762,52,51,119,23,31,116,49,11,40,74
Nick Pope,35,"3,115",0,0,0,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.01,0.00,542,1215,22,22,120,124,398,1066,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
Jóhann Berg Guðmundsson,35,"2,833",2,8,2,0.06,0.25,0.06,3.7,3.7,4.8,0.12,0.15,0.12,660,1017,286,357,238,332,118,280,70,9,39,16,501,45,43,45,65,39,157,139,111,20,40
James Tarkowski,31,"2,790",0,0,0,0.00,0.00,0.00,1.0,1.0,0.5,0.03,0.02,0.03,781,1038,207,244,372,425,197,357,64,2,56,28,243,62,69,286,38,12,28,7,2,38,180
Ben Mee,29,"2,610",0,0,0,0.00,0.00,0.00,1.5,1.5,0.2,0.05,0.01,0.05,819,1055,235,264,370,427,210,346,67,0,39,16,210,69,38,241,45,4,39,15,5,23,147
Jeff Hendrick,34,"2,331",2,2,2,0.08,0.08,0.08,2.7,2.7,2.1,0.10,0.08,0.10,644,808,307,364,245,296,70,107,55,3,18,6,476,19,13,24,55,26,75,125,23,12,21
Stephen Ward,28,"2,460",1,1,1,0.04,0.04,0.04,0.4,0.4,1.9,0.01,0.07,0.01,869,1270,353,410,383,517,126,303,103,2,43,18,300,63,55,152,20,8,68,33,52,22,61
Matthew Lowton,26,"2,295",0,3,0,0.00,0.12,0.00,0.0,0.0,1.6,0.00,0.06,0.00,781,1117,288,329,370,485,114,272,74,4,56,30,293,71,46,145,12,10,63,32,50,32,38
Steven Defour,24,"1,997",1,1,1,0.05,0.05,0.05,0.8,0.8,1.2,0.03,0.05,0.03,852,1040,310,349,396,450,132,214,95,3,44,15,545,46,49,34,8,16,96,21,30,27,8
Ashley Barnes,36,"2,165",9,0,9,0.37,0.00,0.37,5.9,5.9,1.9,0.25,0.08,0.25,324,522,192,268,98,160,22,51,29,5,24,5,525,26,10,22,110,20,44,153,13,20,97
Chris Wood,3,270,1,0,1,0.33,0.00,0.33,8.1,8.1,1.0,0.45,0.06,0.45,254,410,173,238,62,118,10,25,10,4,5,3,298,16,0,14,83,8,15,125,0,0,99
Kevin Long,16,"1,440",1,2,1,0.06,0.12,0.06,0.7,0.7,0.9,0.05,0.05,0.05,376,494,87,110,181,208,104,167,29,2,31,9,173,37,25,190,23,1,20,6,2,19,93
Scott Arfield,18,"1,333",2,1,2,0.14,0.07,0.14,2.1,2.1,0.4,0.14,0.03,0.14,250,367,144,174,95,142,8,31,26,3,36,19,392,27,16,20,34,13,35,61,7,23,13
Robbie Brady,15,"1,277",1,2,1,0.07,0.14,0.07,1.2,1.2,2.4,0.08,0.17,0.08,353,573,153,186,131,192,68,177,51,6,35,8,265,19,21,31,25,18,77,66,42,24,14
Phil Bardsley,13,"1,125",0,0,0,0.00,0.00,0.00,0.0,0.0,0.8,0.00,0.07,0.00,402,582,162,179,184,261,53,128,42,0,31,7,209,33,24,66,2,3,19,10,20,22,27
Aaron Lennon,15,793,0,0,0,0.00,0.00,0.00,0.3,0.3,0.5,0.04,0.05,0.04,152,214,92,115,53,69,5,13,17,4,18,5,197,19,7,9,22,7,32,33,8,10,6
Ashley Westwood,19,"1,111",0,1,0,0.00,0.08,0.00,0.8,0.8,0.6,0.07,0.05,0.07,493,608,151,175,227,257,108,164,47,2,12,3,248,21,24,25,9,3,23,16,7,5,9
Charlie Taylor,11,950,0,0,0,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.03,0.00,311,456,128,154,142,172,36,108,24,0,18,7,86,28,21,47,1,10,26,10,20,8,26
Sam Vokes,30,998,4,1,4,0.36,0.09,0.36,3.3,3.3,0.6,0.30,0.05,0.30,148,265,96,148,38,85,6,13,19,2,4,1,103,9,3,12,61,2,5,78,1,0,140
Tom Heaton,4,305,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,71,119,3,3,26,26,42,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nahki Wells,9,55,0,0,0,0.00,0.00,0.00,0.5,0.5,0.0,0.79,0.00,0.79,15,17,9,9,4,6,1,1,1,0,2,0,16,0,1,0,6,2,2,6,1,0,1
Jonathan Walters,3,39,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.29,0.00,0.29,5,10,3,5,2,5,0,0,0,0,0,0,8,0,1,1,4,0,0,9,0,0,4
Aiden O'Neill,21,"1,123",1,2,1,0.08,0.16,0.08,"","","","","","","","","","","","","","","","","","","","",0,"","","","","",0,0,""
Adam Legzdins,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Anders Lindegaard,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Dean Marney,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Fredrik Ulvestad,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Jordan Pickford,38,"3,420",0,0,0,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.00,0.00,652,1330,41,43,224,230,387,1057,0,0,0,0,9,0,0,3,1,1,0,0,0,0,1
Idrissa Gana Gueye,33,"2,751",2,1,2,0.07,0.03,0.07,1.6,1.6,0.9,0.05,0.03,0.05,1350,1591,627,694,557,634,141,200,114,4,134,38,964,72,68,48,13,26,116,52,6,89,47
Michael Keane,30,"2,560",0,1,0,0.00,0.04,0.00,1.2,1.2,0.3,0.04,0.01,0.04,905,1132,226,263,477,541,196,303,70,0,39,16,224,64,53,238,30,7,48,8,2,27,172
Wayne Rooney,31,"2,268",10,2,7,0.40,0.08,0.28,8.2,3.5,2.1,0.32,0.08,0.14,919,1218,344,408,370,437,186,321,100,6,38,17,384,37,30,38,46,16,99,127,26,29,34
Gylfi Sigurðsson,27,"2,259",4,3,4,0.16,0.12,0.16,3.2,3.2,4.6,0.13,0.18,0.13,565,861,300,353,189,243,54,200,62,4,38,16,582,54,24,36,65,29,78,123,54,24,22
Morgan Schneiderlin,30,"2,130",0,0,0,0.00,0.00,0.00,0.2,0.2,0.3,0.01,0.01,0.01,945,1130,401,452,391,449,124,189,74,0,69,20,488,25,60,59,9,15,52,16,5,46,43
Phil Jagielka,25,"2,065",0,0,0,0.00,0.00,0.00,0.4,0.4,0.0,0.02,0.00,0.02,750,972,182,204,359,411,200,339,47,1,38,11,228,43,53,200,14,2,29,2,2,26,83
Leighton Baines,22,"1,909",2,3,0,0.09,0.14,0.00,2.0,0.4,1.9,0.09,0.09,0.02,788,1016,345,379,332,401,98,195,100,4,28,10,223,32,32,40,19,9,74,22,51,11,16
Tom Davies,21,"1,366",0,0,0,0.00,0.00,0.00,1.3,1.3,0.9,0.06,0.04,0.06,545,703,266,304,208,264,48,89,48,6,31,13,477,24,0,20,29,24,74,71,0,0,17
Ashley Williams,24,"1,834",1,0,1,0.05,0.00,0.05,0.8,0.8,0.0,0.04,0.00,0.04,590,718,123,137,306,340,153,221,27,0,33,11,209,44,33,179,19,4,21,4,0,21,76
Cuco Martina,21,"1,830",0,2,0,0.00,0.10,0.00,0.1,0.1,1.0,0.00,0.05,0.00,777,1022,362,402,310,390,91,199,63,3,69,26,311,39,50,114,10,2,43,31,45,45,41
Dominic Calvert-Lewin,32,"1,882",4,6,4,0.19,0.29,0.19,5.2,5.2,2.0,0.25,0.10,0.25,317,503,195,276,85,146,12,25,30,11,17,2,404,17,14,26,86,36,53,153,14,10,160
Jonjoe Kenny,19,"1,590",0,1,0,0.00,0.06,0.00,0.2,0.2,1.0,0.01,0.06,0.01,583,830,266,305,210,291,93,191,63,4,49,11,254,46,30,82,12,9,36,18,31,19,46
Mason Holgate,15,"1,184",0,0,0,0.00,0.00,0.00,0.6,0.6,0.7,0.05,0.06,0.05,368,530,125,152,156,202,84,166,53,0,28,9,186,24,20,103,14,9,25,16,11,14,42
Séamus Coleman,12,"1,035",0,1,0,0.00,0.09,0.00,1.0,1.0,0.5,0.09,0.05,0.09,378,519,206,232,138,190,28,70,39,2,16,9,104,25,12,29,19,16,61,21,24,10,16
Cenk Tosun,16,"1,147",8,1,5,0.63,0.08,0.39,2.8,2.8,1.5,0.25,0.14,0.25,194,274,114,150,52,75,13,24,11,1,4,3,213,15,2,9,37,4,23,76,2,4,42
Yannick Bolasie,16,851,1,0,1,0.11,0.00,0.11,1.2,1.2,0.4,0.13,0.05,0.13,146,266,76,105,55,89,11,50,15,1,13,3,147,8,8,7,25,18,51,49,34,7,13
Oumar Niasse,22,"1,087",8,2,8,0.66,0.17,0.66,7.7,7.7,2.1,0.64,0.17,0.64,158,250,91,129,43,71,11,18,19,8,8,3,209,7,6,8,91,20,35,113,10,6,39
Nikola Vlašić,12,576,0,0,0,0.00,0.00,0.00,0.3,0.3,0.8,0.05,0.13,0.05,159,214,93,116,50,64,7,12,15,0,13,4,156,10,13,8,26,18,31,42,12,12,6
Sandro Ramírez,13,717,0,1,0,0.00,0.13,0.00,2.3,2.3,0.5,0.29,0.06,0.29,204,262,106,120,80,100,13,32,17,3,6,1,162,2,6,1,45,5,29,90,12,5,2
Davy Klaassen,7,251,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.04,0.01,84,106,38,45,38,47,5,6,11,0,5,1,55,4,1,2,6,1,3,3,2,3,3
James McCarthy,4,205,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.01,73,101,29,40,31,35,10,21,5,0,12,2,72,6,5,5,1,3,9,5,1,8,2
Kevin Mirallas,5,138,0,0,0,0.00,0.00,0.00,0.2,0.2,0.1,0.14,0.04,0.14,46,61,19,24,19,23,7,10,3,2,3,1,35,0,0,3,7,3,8,11,2,2,4
Beni Baningime,8,198,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,66,83,29,34,28,32,6,9,8,0,12,3,77,4,6,2,0,1,9,4,0,3,4
Ademola Lookman,11,574,5,3,5,0.78,0.47,0.78,2.3,2.3,3.4,0.36,0.54,0.36,176,236,105,127,59,76,10,22,24,6,4,1,89,5,3,1,30,19,57,43,6,3,3
Ramiro Funes Mori,4,121,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.03,0.00,0.03,47,60,13,15,25,30,9,14,3,0,0,0,13,1,5,11,2,0,4,1,0,0,9
Muhamed Bešić,15,"1,172",1,1,1,0.08,0.08,0.08,0.0,0.0,0.0,0.00,0.08,0.00,26,28,13,13,7,7,6,8,1,0,2,1,13,2,8,0,0,0,1,1,6,22,2
Luke Garbutt,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Joel Robles,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Maarten Stekelenburg,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Harry Maguire,38,"3,420",2,4,2,0.05,0.11,0.05,2.3,2.3,2.0,0.06,0.05,0.06,1358,1692,358,420,681,759,307,477,107,6,74,21,281,50,73,259,83,33,146,31,15,49,180
Jamie Vardy,37,"3,247",20,1,15,0.55,0.03,0.42,17.7,13.1,2.9,0.49,0.08,0.36,310,509,142,214,122,193,37,64,27,6,21,2,513,19,9,13,163,28,70,243,43,11,80
Riyad Mahrez,36,"2,950",12,10,12,0.37,0.31,0.37,5.9,5.9,8.3,0.18,0.25,0.18,1079,1459,475,564,387,482,189,341,164,21,41,13,512,31,32,15,122,83,228,166,73,26,23
Kasper Schmeichel,33,"2,965",0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.00,609,1136,29,30,183,189,397,917,3,0,0,0,2,2,1,6,0,2,2,0,0,0,0
Wilfred Ndidi,33,"2,898",0,3,0,0.00,0.09,0.00,1.7,1.7,0.6,0.05,0.02,0.05,1276,1654,579,688,491,614,168,281,109,5,152,39,930,63,89,138,28,29,88,61,9,88,136
Wes Morgan,32,"2,817",0,0,0,0.00,0.00,0.00,1.3,1.3,0.2,0.04,0.01,0.04,739,879,273,303,323,370,132,189,45,0,36,15,234,65,41,209,31,7,24,15,0,23,115
Marc Albrighton,34,"2,538",2,7,2,0.07,0.25,0.07,1.6,1.6,5.1,0.06,0.18,0.06,757,1254,322,403,266,392,157,399,117,12,62,18,545,44,40,37,39,62,134,75,121,42,20
Danny Simpson,28,"2,306",0,0,0,0.00,0.00,0.00,0.4,0.4,0.2,0.02,0.01,0.02,905,1179,406,462,376,462,103,209,51,0,44,21,256,74,49,111,9,11,34,21,15,22,46
Christian Fuchs,25,"1,921",0,1,0,0.00,0.05,0.00,0.4,0.4,0.6,0.02,0.03,0.02,839,1223,379,431,312,423,135,322,83,2,56,17,323,44,58,89,7,18,63,23,67,35,75
Ben Chilwell,24,"1,853",0,2,0,0.00,0.10,0.00,0.4,0.4,2.1,0.02,0.10,0.02,856,1179,413,476,344,468,81,170,78,4,38,15,299,44,37,82,20,28,125,55,57,24,75
Demarai Gray,35,"1,697",3,1,3,0.16,0.05,0.16,2.2,2.2,3.4,0.12,0.18,0.12,468,654,216,253,178,224,56,125,29,9,19,5,301,29,20,12,62,36,130,101,55,16,8
Vicente Iborra,19,"1,410",3,0,3,0.19,0.00,0.19,1.4,1.4,0.3,0.09,0.02,0.09,700,849,291,351,298,347,101,128,67,1,24,6,296,35,28,65,20,12,47,17,2,17,44
Shinji Okazaki,27,"1,324",6,2,6,0.41,0.14,0.41,5.6,5.6,2.0,0.38,0.14,0.38,271,382,169,221,73,102,11,22,25,4,24,2,389,20,12,7,47,17,34,86,8,16,32
Matty James,13,993,0,0,0,0.00,0.00,0.00,1.2,1.2,0.1,0.11,0.01,0.11,372,451,168,195,153,177,36,56,21,1,20,5,198,16,16,27,10,10,23,20,0,19,23
Adrien Silva,3,221,1,1,1,0.41,0.41,0.41,0.3,0.3,0.9,0.04,0.10,0.04,358,434,157,187,149,166,40,61,35,1,23,6,223,13,4,5,5,9,36,21,2,4,13
Kelechi Iheanacho,21,830,3,3,3,0.33,0.33,0.33,3.2,3.2,2.2,0.34,0.24,0.34,198,251,109,132,66,79,16,28,25,6,11,4,214,11,5,4,35,10,37,78,3,5,7
Aleksandar Dragović,1,45,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,19,23,3,6,15,15,1,2,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0
Daniel Amartey,8,487,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,244,308,102,113,104,126,34,61,20,0,9,2,76,10,8,20,1,4,9,0,0,2,11
Fousseni Diabaté,18,"1,436",3,0,2,0.19,0.00,0.13,0.4,0.4,0.6,0.06,0.09,0.06,174,230,105,129,55,67,7,14,16,3,10,0,89,9,0,8,20,12,36,50,0,0,15
Andy King,11,715,2,1,2,0.25,0.13,0.25,1.2,1.2,0.2,0.15,0.02,0.15,303,365,126,139,126,146,48,73,29,0,18,6,164,5,15,13,8,1,28,7,10,10,6
Hamza Choudhury,8,378,0,1,0,0.00,0.24,0.00,0.0,0.0,0.2,0.01,0.05,0.01,142,175,56,63,64,72,21,36,10,1,12,2,77,13,14,5,0,0,7,1,0,4,6
Ben Hamer,4,275,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,56,87,3,3,26,26,26,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Islam Slimani,4,132,0,0,0,0.00,0.00,0.00,0.0,0.0,0.5,0.00,0.34,0.00,31,52,21,28,9,16,1,3,3,1,0,0,20,0,1,1,8,4,1,21,1,0,7
Eldin Jakupović,2,180,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,36,56,0,0,15,15,21,41,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Yohan Benalouane,1,90,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.06,0.00,0.06,23,33,9,11,9,12,5,8,1,0,6,4,9,2,3,9,1,0,3,2,1,0,2
Leonardo Ulloa,10,267,1,0,1,0.34,0.00,0.34,0.4,0.4,0.3,0.15,0.09,0.15,83,123,57,82,20,24,2,3,10,0,4,0,104,2,0,3,8,1,6,19,0,1,33
Harvey Barnes,23,"1,398",5,1,5,0.32,0.06,0.32,0.1,0.1,0.0,0.70,0.00,0.70,6,8,4,4,2,2,0,1,0,0,0,0,4,0,5,0,2,0,1,2,49,7,1
Sam Hughes,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Ahmed Musa,10,858,6,3,6,0.63,0.31,0.63,"","","","","","",,,,,,,,,,,,,,,0,,,,,,0,0,
Layton Ndukwu,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
George Thomas,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Jamaal Lascelles,33,"2,928",3,0,3,0.09,0.00,0.09,0.9,0.9,0.6,0.03,0.02,0.03,892,1115,304,340,410,474,166,275,74,0,38,10,218,48,34,293,33,6,46,13,3,18,156
Matt Ritchie,35,"2,804",3,5,3,0.10,0.16,0.10,3.7,3.7,5.5,0.12,0.18,0.12,840,1266,424,494,274,385,123,315,89,7,64,16,692,52,45,52,52,31,104,108,98,38,46
DeAndre Yedlin,34,"2,845",0,2,0,0.00,0.06,0.00,0.3,0.3,1.9,0.01,0.06,0.01,1035,1371,549,604,376,508,76,198,77,2,61,23,497,69,50,118,15,23,99,52,64,29,55
Ayoze Pérez,36,"2,492",8,5,8,0.29,0.18,0.29,7.6,7.6,3.8,0.28,0.14,0.28,518,734,299,373,160,219,30,70,60,10,43,12,677,47,32,28,130,37,108,211,27,21,51
Jonjo Shelvey,30,"2,270",1,3,1,0.04,0.12,0.04,2.1,2.1,2.2,0.08,0.09,0.08,1038,1450,316,363,423,510,286,549,144,5,41,13,329,31,44,50,15,29,94,27,33,24,20
Florian Lejeune,24,"2,103",0,2,0,0.00,0.09,0.00,0.4,0.4,1.3,0.02,0.06,0.02,827,1028,234,253,391,441,192,313,52,3,43,20,236,41,55,198,19,6,54,1,2,24,89
Mohamed Diamé,31,"2,041",2,0,2,0.09,0.00,0.09,1.6,1.6,0.5,0.07,0.02,0.07,674,819,313,368,252,291,91,122,61,0,95,19,678,51,48,51,22,30,48,23,5,67,64
Dwight Gayle,35,"1,958",6,3,6,0.28,0.14,0.28,9.5,9.5,2.8,0.44,0.13,0.44,316,429,199,257,86,116,14,29,24,6,14,3,327,18,8,16,99,11,43,133,8,8,65
Javier Manquillo,21,"1,758",0,1,0,0.00,0.05,0.00,0.1,0.1,0.6,0.00,0.03,0.00,564,749,288,341,220,286,45,91,51,2,35,10,320,41,20,76,16,13,50,19,22,18,30
Christian Atsu,28,"1,784",2,2,2,0.10,0.10,0.10,3.8,3.8,2.7,0.19,0.14,0.19,355,507,211,250,105,155,22,56,30,6,18,7,328,46,18,18,70,28,92,104,42,6,20
Ciaran Clark,20,"1,746",2,1,2,0.10,0.05,0.10,1.8,1.8,0.4,0.09,0.02,0.09,501,677,139,161,245,284,113,214,30,2,24,10,176,26,29,166,21,6,21,5,0,9,56
Joselu,41,"2,434",9,0,7,0.33,0.00,0.26,6.5,5.8,1.2,0.34,0.06,0.30,370,580,245,345,85,164,17,31,32,1,22,6,336,28,0,29,67,13,25,123,0,0,154
Paul Dummett,20,"1,602",0,0,0,0.00,0.00,0.00,0.2,0.2,0.6,0.01,0.03,0.01,524,747,228,259,243,324,50,141,54,0,34,16,201,43,31,126,4,0,20,4,18,18,60
Rob Elliot,16,"1,440",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,310,537,16,17,90,91,204,429,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
