name,games,minutes,goals,assists,goals_pens,goals_per90,assists_per90,goals_pens_per90,xg,npxg,xa,xg_per90,xa_per90,npxg_per90,passes_completed,passes,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,progressive_passes,gca,tackles,dribble_tackles,pressures,blocks,interceptions,clearances,touches_att_pen_area,dribbles_completed,progressive_carries,progressive_passes_received,crosses,tackles_won,aerials_won
Ulises Rivas,16,806,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jorge Eduardo Sánchez,9,770,0,1,0,0.00,0.12,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Gerardo Alcoba,12,"1,080",1,0,1,0.08,0.00,0.08,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jorge Enríquez,8,447,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Javier Cortés,12,331,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Carlos Acevedo,2,180,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jesús Alberto Angulo,2,121,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Edwin Cetré,7,106,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Cris Martínez,4,79,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Ulises Dávila,4,60,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
David Alfredo Andrade,4,48,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Óscar Manzanarez,1,26,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,"",,,,,,"","",
Oscar Bernal,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel García,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Rabello,14,762,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Brayan Angulo,32,"2,854",2,3,2,0.06,0.09,0.06,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Alonso Zamora,32,"2,763",1,0,1,0.03,0.00,0.03,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Christian Marrugo,32,"2,451",3,4,3,0.11,0.15,0.11,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Hugo Isaác Rodríguez,31,"2,561",1,0,1,0.04,0.00,0.04,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Moisés Muñoz,28,"2,520",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Lucas Cavallini,25,"2,121",13,1,12,0.55,0.04,0.51,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
José Daniel Guerrero,25,"1,987",1,0,1,0.05,0.00,0.05,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Francisco Acuña,30,"1,941",3,2,3,0.14,0.09,0.14,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Luis Gerardo Venegas,23,"1,866",1,1,1,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Alejandro Chumacero,14,"1,152",2,1,2,0.16,0.08,0.16,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Francisco Javier Torres,17,897,2,0,0,0.20,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Erik Pimentel,13,"1,118",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Omar Fernández Frasica,14,737,3,3,3,0.37,0.37,0.37,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Alonso Escoboza,20,"1,028",1,1,1,0.09,0.09,0.09,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Patricio Araujo,14,898,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Óscar Rojas,13,777,0,1,0,0.00,0.12,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Anderson Santamaría,11,749,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Félix Micolta,13,680,2,1,2,0.26,0.13,0.26,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Pablo González Díaz,9,465,1,0,1,0.19,0.00,0.19,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Carlos Alberto Gutiérrez,7,379,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
David Toledo,5,258,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Nicolás Vikonis,3,270,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Israel Villaseñor,3,270,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Gabriel Esparza,7,256,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Carlos Salom,5,214,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Pablo Cáceres,4,166,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jhon Steven,2,91,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Pablo Míguez,1,89,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Matheus Ribeiro,2,78,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Álvaro Navarro,1,52,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Darío Carreño,1,31,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Pedro Goulart,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","",
Jesús Rodríguez,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar Villanueva,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Volpi,34,"3,060",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Hiram Mier,33,"2,970",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Javier Güemez,32,"2,746",2,0,2,0.07,0.00,0.07,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jaime Gómez Valencia,28,"2,415",0,2,0,0.00,0.07,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Yerson Candelo,27,"2,114",1,4,1,0.04,0.17,0.04,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Miguel Ángel Martínez,24,"1,953",1,0,1,0.05,0.00,0.05,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Everaldo Stum,27,"1,701",4,1,4,0.21,0.05,0.21,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Camilo Sanvezzo,28,"1,813",11,3,8,0.55,0.15,0.40,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Aldo Arellano,21,"1,525",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
George Corral,17,"1,343",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Alexis Pérez,16,"1,170",1,0,1,0.08,0.00,0.08,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Luis Miguel Noriega,19,"1,039",1,1,1,0.09,0.09,0.09,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jonathan Bornstein,14,"1,064",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Édgar Benítez,21,"1,096",0,2,0,0.00,0.16,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Paolo Yrizar,15,668,0,1,0,0.00,0.13,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Erbín Trejo,19,895,3,2,2,0.30,0.20,0.20,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Armando Zamorano,7,333,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Joel Sánchez,5,277,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jordi Cortizo,15,579,1,1,1,0.16,0.16,0.16,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Matías Britos,10,449,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Édgar Lugo,6,307,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Ricardo Esqueda,2,180,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Emanuel Villa,5,165,1,0,1,0.55,0.00,0.55,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Marco Antonio Jiménez,2,92,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Brian Martínez,2,31,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,"",,,,,,"","",
Juan de Alba,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil Alcalá,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Romo,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrián Luna,33,"2,519",4,4,4,0.14,0.14,0.14,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Daniel Villalva,30,"2,381",3,4,3,0.11,0.15,0.11,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
José Arturo Rivas,26,"2,110",0,1,0,0.00,0.04,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Cristian Menéndez,29,"2,053",8,0,7,0.35,0.00,0.31,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Osmar Mares,21,"1,890",1,2,1,0.05,0.10,0.05,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Guido Milán,21,"1,823",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Luis Antonio Martínez,22,"1,830",0,2,0,0.00,0.10,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Melitón Hernández,21,"1,811",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jesús Paganoni,21,"1,726",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Richard Ruiz,23,"1,523",0,1,0,0.00,0.06,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Pedro Gallese,15,"1,249",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Cristian Pellerano,13,"1,068",1,1,1,0.08,0.08,0.08,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Kristian Álvarez,12,"1,035",0,1,0,0.00,0.09,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Wilder Cartagena,13,971,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Christian Valdez,13,980,1,0,1,0.09,0.00,0.09,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Alan Santos,10,732,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Christian Ramos,10,808,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Lucas Nahuel Rodríguez,8,713,0,1,0,0.00,0.13,0.00,,,,,,,,,,,,,,,,,,,,,"",,,,,,"","",
Diego Chávez Collins,16,702,3,0,3,0.38,0.00,0.38,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Miguel Ángel Murillo,12,639,2,0,2,0.28,0.00,0.28,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jefferson Murillo,15,695,0,1,0,0.00,0.13,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
José Manuel Velázquez,6,466,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Martín Bravo,9,445,1,0,1,0.20,0.00,0.20,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Leandro Velázquez,6,290,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Rafael Acosta,5,273,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Manuel Viniegra,5,236,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Édgar Andrade,7,250,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Omar Marrufo,3,148,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,"",,,,,,"","",
Juan Ángel Albín,3,135,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jesús Alberto Lara,6,122,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Hugo Cid,4,120,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Rodrigo Holgado,3,47,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Giovani Hernández,1,6,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Neto Berola,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastián Jurado,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Octavio Paz,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matías Santos,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duilio Tejeda,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfredo Saldívar,34,"3,060",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Luis Fernando Quintana,33,"2,872",1,0,1,0.03,0.00,0.03,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jesús Gallardo,32,"2,771",4,3,4,0.13,0.10,0.13,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
José Van Rankin,31,"2,645",1,1,1,0.03,0.03,0.03,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Marcelo Díaz,28,"2,410",3,1,3,0.11,0.04,0.11,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
David Cabrera Pujol,30,"2,333",1,0,1,0.04,0.00,0.04,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Nicolás Castillo,26,"2,183",16,3,13,0.66,0.12,0.54,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Abraham González,29,"1,840",1,4,1,0.05,0.20,0.05,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Pablo Barrera,21,"1,403",0,5,0,0.00,0.32,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Mauro Formica,20,"1,289",0,1,0,0.00,0.07,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Alan Mendoza,23,"1,133",1,0,1,0.08,0.00,0.08,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Brian Figueroa,15,792,0,2,0,0.00,0.23,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Alan Mozo,8,642,0,1,0,0.00,0.14,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Alan Acosta,18,581,1,0,1,0.15,0.00,0.15,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
José Antonio García Fernández,5,412,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Néstor Calderón,11,392,0,1,0,0.00,0.23,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Rodrigo Armando González,5,318,1,0,1,0.28,0.00,0.28,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Joffre Guerrón,10,337,0,1,0,0.00,0.27,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Kevin Escamilla,7,208,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Pablo Jáquez,3,203,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Erick Torres,4,124,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Bryan Silva Maldonado,2,117,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,"",,,,,,"","",
Yuber Asprilla,2,27,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Alejandro Zamudio,2,13,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
José Castillo,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernabé Magaña,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorrit Hendrix,33,"2,818",2,4,2,0.06,0.13,0.06,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jeroen Zoet,32,"2,879",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Nicolas Isimat-Mirin,32,"2,877",1,1,1,0.03,0.03,0.03,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Joshua Brenet,32,"2,822",1,4,1,0.03,0.13,0.03,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Daniel Schwaab,31,"2,790",2,2,2,0.06,0.06,0.06,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Santiago Arias,30,"2,661",3,6,3,0.10,0.20,0.10,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Hirving Lozano,29,"2,346",17,8,17,0.65,0.31,0.65,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Marco van Ginkel,28,"2,483",14,4,5,0.51,0.14,0.18,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Steven Bergwijn,32,"2,172",8,7,8,0.33,0.29,0.33,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Luuk de Jong,28,"2,077",12,5,12,0.52,0.22,0.52,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Gastón Pereiro,28,"1,734",11,4,11,0.57,0.21,0.57,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Bart Ramselaar,31,"1,713",1,2,1,0.05,0.11,0.05,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Derrick Luckassen,19,876,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Mauro Júnior,14,515,1,3,1,0.17,0.52,0.17,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Kenneth Paal,5,418,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Pablo Rosario,14,356,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Eloy Room,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Sam Lammers,7,206,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Albert Guðmundsson,9,176,0,2,0,0.00,1.02,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Donyell Malen,4,107,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Armando Obispo,2,21,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Dante Rigo,2,7,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jordy de Wijs,19,"1,653",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Cody Gakpo,1,1,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Adam Maher,16,"1,422",1,4,1,0.06,0.25,0.06,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Luuk Koopmans,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramon Lundqvist,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike van de Meulenhof,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yanick van Osch,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hakim Ziyech,34,"3,043",9,15,9,0.27,0.44,0.27,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
André Onana,33,"2,970",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Matthijs de Ligt,33,"2,913",3,2,3,0.09,0.06,0.09,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Donny van de Beek,34,"2,854",11,6,11,0.35,0.19,0.35,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
David Neres,32,"2,531",14,11,14,0.50,0.39,0.50,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Joël Veltman,30,"2,484",1,1,1,0.04,0.04,0.04,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Lasse Schöne,30,"2,348",10,3,6,0.38,0.11,0.23,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Justin Kluivert,30,"2,334",10,5,10,0.39,0.19,0.39,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Klaas-Jan Huntelaar,28,"2,031",13,5,13,0.58,0.22,0.58,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Frenkie de Jong,22,"1,559",0,7,0,0.00,0.40,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Maximilian Wöber,22,"1,226",1,0,1,0.07,0.00,0.07,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Nick Viergever,12,"1,080",2,1,2,0.17,0.08,0.17,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Kasper Dolberg,23,"1,143",6,0,4,0.47,0.00,0.31,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Amin Younes,13,848,1,2,1,0.11,0.21,0.11,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Mitchell Dijks,9,681,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Rasmus Nissen,8,483,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Siem de Jong,21,556,4,1,4,0.65,0.16,0.65,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Noussair Mazraoui,8,291,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Deyovaisio Zeefuik,13,"1,078",0,1,0,0.00,0.08,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Václav Černý,4,156,0,2,0,0.00,1.15,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Daley Sinkgraven,4,145,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Carel Eiting,4,142,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Kostas Lamprou,1,90,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Azor Matusiwa,1,90,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Mateo Cassierra,4,69,1,0,1,1.30,0.00,1.30,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Luis Manuel Orejuela,1,45,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jurgen Ekkelenkamp,3,13,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Dennis Johnsen,2,5,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Dani de Wit,1,5,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Mitchel Bakker,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leon Bergsma,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damil Dankerlui,7,292,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Noa Lang,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin van Leer,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaj Sierhuis,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Bizot,34,"3,060",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Alireza Jahanbakhsh,33,"2,839",21,12,17,0.67,0.38,0.54,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Guus Til,33,"2,829",9,3,9,0.29,0.10,0.29,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jonas Svensson,32,"2,824",3,5,3,0.10,0.16,0.10,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Wout Weghorst,31,"2,762",18,6,16,0.59,0.20,0.52,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Thomas Ouwejan,31,"2,544",0,1,0,0.00,0.04,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Stijn Wuytens,29,"2,532",0,1,0,0.00,0.04,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Fredrik Midtsjø,29,"2,422",2,0,2,0.07,0.00,0.07,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Teun Koopmeiners,26,"2,191",1,4,1,0.04,0.16,0.04,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Pantelis Hatzidiakos,26,"2,112",1,1,1,0.04,0.04,0.04,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Joris van Overeem,25,"1,424",2,2,2,0.13,0.13,0.13,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Mats Seuntjens,31,"1,612",3,4,3,0.17,0.22,0.17,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Ron Vlaar,12,943,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
